DATE,WM2NS
6/30/2003,5982.6
7/7/2003,6074.3
7/14/2003,6044.7
7/21/2003,6018
7/28/2003,5996.7
8/4/2003,6093.3
8/11/2003,6096.9
8/18/2003,6131.8
8/25/2003,6039.6
9/1/2003,6071.1
9/8/2003,6111.7
9/15/2003,6103.1
9/22/2003,6032.3
9/29/2003,6000.4
10/6/2003,6064.8
10/13/2003,6065.6
10/20/2003,6058.9
10/27/2003,6012
11/3/2003,6047.1
11/10/2003,6079.9
11/17/2003,6099.4
11/24/2003,6043.7
12/1/2003,6084.9
12/8/2003,6100.5
12/15/2003,6106.2
12/22/2003,6097
12/29/2003,6084.1
1/5/2004,6117.1
1/12/2004,6080.9
1/19/2004,6060.9
1/26/2004,6007.7
2/2/2004,6035.9
2/9/2004,6073.3
2/16/2004,6101.7
2/23/2004,6080.4
3/1/2004,6111.4
3/8/2004,6154.3
3/15/2004,6172.9
3/22/2004,6168.3
3/29/2004,6165.8
4/5/2004,6246.3
4/12/2004,6264.5
4/19/2004,6254.3
4/26/2004,6190.4
5/3/2004,6218.2
5/10/2004,6250
5/17/2004,6278.5
5/24/2004,6221.1
5/31/2004,6241.1
6/7/2004,6294.7
6/14/2004,6301.6
6/21/2004,6264.7
6/28/2004,6229.2
7/5/2004,6301.7
7/12/2004,6301.8
7/19/2004,6274.9
7/26/2004,6239.4
8/2/2004,6276.3
8/9/2004,6312.1
8/16/2004,6325.2
8/23/2004,6287
8/30/2004,6267.1
9/6/2004,6348.9
9/13/2004,6359.5
9/20/2004,6342.8
9/27/2004,6291.9
10/4/2004,6345.8
10/11/2004,6357.9
10/18/2004,6372.5
10/25/2004,6325
11/1/2004,6355.3
11/8/2004,6401.6
11/15/2004,6421.7
11/22/2004,6395.3
11/29/2004,6396.6
12/6/2004,6437.7
12/13/2004,6443.3
12/20/2004,6457.8
12/27/2004,6450.5
1/3/2005,6442
1/10/2005,6437.4
1/17/2005,6436.1
1/24/2005,6371.2
1/31/2005,6343.8
2/7/2005,6407.4
2/14/2005,6401.9
2/21/2005,6403.1
2/28/2005,6406.1
3/7/2005,6459.4
3/14/2005,6466.5
3/21/2005,6463.6
3/28/2005,6462.1
4/4/2005,6520.9
4/11/2005,6537
4/18/2005,6551
4/25/2005,6460.7
5/2/2005,6441.4
5/9/2005,6471.6
5/16/2005,6475.7
5/23/2005,6438.5
5/30/2005,6437.7
6/6/2005,6520.8
6/13/2005,6524.8
6/20/2005,6524.4
6/27/2005,6480.1
7/4/2005,6539.8
7/11/2005,6541.6
7/18/2005,6533.3
7/25/2005,6495.8
8/1/2005,6526.8
8/8/2005,6570.8
8/15/2005,6569.9
8/22/2005,6549.7
8/29/2005,6519.3
9/5/2005,6600
9/12/2005,6607.8
9/19/2005,6600.3
9/26/2005,6543
10/3/2005,6590.7
10/10/2005,6619
10/17/2005,6646.8
10/24/2005,6593.1
10/31/2005,6586.1
11/7/2005,6654
11/14/2005,6663
11/21/2005,6660.5
11/28/2005,6640.7
12/5/2005,6689.2
12/12/2005,6695
12/19/2005,6710.3
12/26/2005,6708.3
1/2/2006,6729.1
1/9/2006,6747.8
1/16/2006,6738.1
1/23/2006,6688.2
1/30/2006,6637.5
2/6/2006,6703.8
2/13/2006,6707.2
2/20/2006,6731.8
2/27/2006,6733.2
3/6/2006,6800.2
3/13/2006,6791.7
3/20/2006,6800.4
3/27/2006,6779
4/3/2006,6838.2
4/10/2006,6880.1
4/17/2006,6919
4/24/2006,6836
5/1/2006,6782.1
5/8/2006,6795.9
5/15/2006,6812.9
5/22/2006,6791.7
5/29/2006,6778.2
6/5/2006,6855
6/12/2006,6860.2
6/19/2006,6864.3
6/26/2006,6821.1
7/3/2006,6871
7/10/2006,6906
7/17/2006,6889.2
7/24/2006,6841.4
7/31/2006,6831.1
8/7/2006,6902.4
8/14/2006,6896.7
8/21/2006,6899.2
8/28/2006,6866.6
9/4/2006,6929.8
9/11/2006,6940.2
9/18/2006,6931.1
9/25/2006,6872.6
10/2/2006,6914.3
10/9/2006,6970.9
10/16/2006,6990.2
10/23/2006,6947.4
10/30/2006,6930.8
11/6/2006,7012.4
11/13/2006,7017.3
11/20/2006,7029
11/27/2006,7031
12/4/2006,7063.7
12/11/2006,7072.8
12/18/2006,7090.7
12/25/2006,7109.2
1/1/2007,7125.5
1/8/2007,7142.7
1/15/2007,7135.7
1/22/2007,7081.7
1/29/2007,7027.4
2/5/2007,7094.2
2/12/2007,7096
2/19/2007,7110.6
2/26/2007,7112.7
3/5/2007,7163.5
3/12/2007,7185.5
3/19/2007,7208.7
3/26/2007,7208.1
4/2/2007,7266.8
4/9/2007,7332.5
4/16/2007,7343.5
4/23/2007,7290.5
4/30/2007,7205.1
5/7/2007,7249.3
5/14/2007,7249.7
5/21/2007,7238.6
5/28/2007,7215.9
6/4/2007,7284.5
6/11/2007,7293
6/18/2007,7303.2
6/25/2007,7241.7
7/2/2007,7288.8
7/9/2007,7316.4
7/16/2007,7301.1
7/23/2007,7259
7/30/2007,7248.8
8/6/2007,7328.5
8/13/2007,7331.2
8/20/2007,7355.8
8/27/2007,7355.2
9/3/2007,7378.5
9/10/2007,7391.1
9/17/2007,7392.8
9/24/2007,7319.4
10/1/2007,7344.6
10/8/2007,7394.3
10/15/2007,7393
10/22/2007,7355.3
10/29/2007,7357.3
11/5/2007,7415.5
11/12/2007,7417.3
11/19/2007,7445.9
11/26/2007,7442
12/3/2007,7466.3
12/10/2007,7490.4
12/17/2007,7503.2
12/24/2007,7499.8
12/31/2007,7512.2
1/7/2008,7537
1/14/2008,7503.1
1/21/2008,7494.2
1/28/2008,7468.9
2/4/2008,7546.4
2/11/2008,7563.1
2/18/2008,7578.3
2/25/2008,7587.4
3/3/2008,7647.2
3/10/2008,7690.4
3/17/2008,7731.2
3/24/2008,7721.3
3/31/2008,7730.2
4/7/2008,7809.6
4/14/2008,7812.6
4/21/2008,7800.8
4/28/2008,7667.9
5/5/2008,7696.4
5/12/2008,7705.5
5/19/2008,7709.9
5/26/2008,7690.8
6/2/2008,7726
6/9/2008,7753.1
6/16/2008,7758.4
6/23/2008,7700.1
6/30/2008,7694.6
7/7/2008,7777.6
7/14/2008,7757.9
7/21/2008,7742.4
7/28/2008,7702.6
8/4/2008,7755.9
8/11/2008,7757
8/18/2008,7746.3
8/25/2008,7706.4
9/1/2008,7719.7
9/8/2008,7750.9
9/15/2008,7769
9/22/2008,7871.1
9/29/2008,7858.3
10/6/2008,7888.9
10/13/2008,7935.4
10/20/2008,7968.4
10/27/2008,7890.7
11/3/2008,7937.1
11/10/2008,7974.1
11/17/2008,8012
11/24/2008,8001.5
12/1/2008,8088.4
12/8/2008,8173.2
12/15/2008,8223.4
12/22/2008,8246.1
12/29/2008,8261.5
1/5/2009,8329.5
1/12/2009,8291.1
1/19/2009,8279.2
1/26/2009,8231
2/2/2009,8249.3
2/9/2009,8288
2/16/2009,8309.8
2/23/2009,8289.7
3/2/2009,8354.7
3/9/2009,8437.6
3/16/2009,8487.1
3/23/2009,8436.4
3/30/2009,8406.5
4/6/2009,8472.2
4/13/2009,8492.7
4/20/2009,8463.8
4/27/2009,8357.9
5/4/2009,8409.3
5/11/2009,8428.3
5/18/2009,8436.9
5/25/2009,8402.5
6/1/2009,8430.4
6/8/2009,8489.1
6/15/2009,8485
6/22/2009,8413.3
6/29/2009,8364.6
7/6/2009,8451.7
7/13/2009,8422.3
7/20/2009,8396.7
7/27/2009,8363.4
8/3/2009,8394.7
8/10/2009,8414
8/17/2009,8416.3
8/24/2009,8337.7
8/31/2009,8348.6
9/7/2009,8420.2
9/14/2009,8434
9/21/2009,8381.8
9/28/2009,8341.6
10/5/2009,8413.3
10/12/2009,8428.2
10/19/2009,8446.9
10/26/2009,8389.3
11/2/2009,8435
11/9/2009,8494.6
11/16/2009,8521.3
11/23/2009,8480.8
11/30/2009,8504.2
12/7/2009,8556.9
12/14/2009,8555.2
12/21/2009,8538.8
12/28/2009,8524.4
1/4/2010,8531.2
1/11/2010,8492.2
1/18/2010,8473.6
1/25/2010,8408.5
2/1/2010,8426.1
2/8/2010,8479.1
2/15/2010,8528
2/22/2010,8506.2
3/1/2010,8525.3
3/8/2010,8578.7
3/15/2010,8596.9
3/22/2010,8562.6
3/29/2010,8555.5
4/5/2010,8654.9
4/12/2010,8639
4/19/2010,8619.2
4/26/2010,8523.7
5/3/2010,8550.5
5/10/2010,8578.3
5/17/2010,8614.8
5/24/2010,8546.2
5/31/2010,8587.4
6/7/2010,8649.2
6/14/2010,8626.1
6/21/2010,8597.7
6/28/2010,8554
7/5/2010,8602.1
7/12/2010,8596.3
7/19/2010,8571.3
7/26/2010,8531.9
8/2/2010,8582.8
8/9/2010,8623.7
8/16/2010,8629.2
8/23/2010,8577.4
8/30/2010,8583.6
9/6/2010,8667.8
9/13/2010,8680.5
9/20/2010,8643.7
9/27/2010,8601.2
10/4/2010,8690.3
10/11/2010,8712.9
10/18/2010,8736.2
10/25/2010,8665.4
11/1/2010,8703
11/8/2010,8766.3
11/15/2010,8785.7
11/22/2010,8762
11/29/2010,8782.9
12/6/2010,8826.7
12/13/2010,8845.9
12/20/2010,8855.2
12/27/2010,8872.3
1/3/2011,8885.6
1/10/2011,8884.6
1/17/2011,8907.5
1/24/2011,8787.3
1/31/2011,8786.6
2/7/2011,8865.6
2/14/2011,8883.3
2/21/2011,8883.3
2/28/2011,8905.5
3/7/2011,8993.4
3/14/2011,9006.6
3/21/2011,9002.3
3/28/2011,8981.7
4/4/2011,9067.4
4/11/2011,9074.9
4/18/2011,9091.3
4/25/2011,9013.8
5/2/2011,8995.1
5/9/2011,9025
5/16/2011,9047.6
5/23/2011,8995.9
5/30/2011,9014.5
6/6/2011,9091.9
6/13/2011,9092.6
6/20/2011,9102.8
6/27/2011,9114.5
7/4/2011,9248.8
7/11/2011,9243.2
7/18/2011,9241.9
7/25/2011,9208.5
8/1/2011,9384.9
8/8/2011,9457.9
8/15/2011,9477.9
8/22/2011,9456.5
8/29/2011,9435
9/5/2011,9518.7
9/12/2011,9520.6
9/19/2011,9495.4
9/26/2011,9446
10/3/2011,9536.2
10/10/2011,9557
10/17/2011,9594
10/24/2011,9496.1
10/31/2011,9526
11/7/2011,9634.2
11/14/2011,9655.1
11/21/2011,9618.2
11/28/2011,9614.1
12/5/2011,9683.6
12/12/2011,9715
12/19/2011,9717
12/26/2011,9711.8
1/2/2012,9824.3
1/9/2012,9821.3
1/16/2012,9803
1/23/2012,9708.2
1/30/2012,9674.9
2/6/2012,9762.1
2/13/2012,9789.3
2/20/2012,9789
2/27/2012,9774.4
3/5/2012,9885.3
3/12/2012,9906.5
3/19/2012,9901.7
3/26/2012,9864.4
4/2/2012,9957.4
4/9/2012,10022.9
4/16/2012,10024.2
4/23/2012,9886.2
4/30/2012,9834.6
5/7/2012,9903.8
5/14/2012,9901.8
5/21/2012,9874.7
5/28/2012,9842.9
6/4/2012,9936.9
6/11/2012,9985
6/18/2012,9984.2
6/25/2012,9887.6
7/2/2012,9987.8
7/9/2012,10040.3
7/16/2012,10033.5
7/23/2012,9955.7
7/30/2012,9971.4
8/6/2012,10065.9
8/13/2012,10086.9
8/20/2012,10060.4
8/27/2012,10030.9
9/3/2012,10129
9/10/2012,10175.5
9/17/2012,10195.9
9/24/2012,10093.1
10/1/2012,10194.1
10/8/2012,10238.8
10/15/2012,10270.8
10/22/2012,10207.3
10/29/2012,10217.7
11/5/2012,10370.8
11/12/2012,10338.4
11/19/2012,10336.4
11/26/2012,10308.9
12/3/2012,10408.3
12/10/2012,10459.4
12/17/2012,10524
12/24/2012,10546.8
12/31/2012,10613
1/7/2013,10627.6
1/14/2013,10559.4
1/21/2013,10472.1
1/28/2013,10395.3
2/4/2013,10461.8
2/11/2013,10483.9
2/18/2013,10477.6
2/25/2013,10445.7
3/4/2013,10569.2
3/11/2013,10596.4
3/18/2013,10624.5
3/25/2013,10579.1
4/1/2013,10717.7
4/8/2013,10716.7
4/15/2013,10737.6
4/22/2013,10626.6
4/29/2013,10529.1
5/6/2013,10590.6
5/13/2013,10595.4
5/20/2013,10568.2
5/27/2013,10536.4
6/3/2013,10631.3
6/10/2013,10664.9
6/17/2013,10670.9
6/24/2013,10557.6
7/1/2013,10668
7/8/2013,10703.5
7/15/2013,10699.7
7/22/2013,10658.1
7/29/2013,10645
8/5/2013,10746.8
8/12/2013,10746.6
8/19/2013,10725
8/26/2013,10694.5
9/2/2013,10772.2
9/9/2013,10812.8
9/16/2013,10818.5
9/23/2013,10755.1
9/30/2013,10823.9
10/7/2013,10899.5
10/14/2013,10952.6
10/21/2013,10973.2
10/28/2013,10893.9
11/4/2013,10974.7
11/11/2013,10958
11/18/2013,10980.2
11/25/2013,10938.5
12/2/2013,11026.5
12/9/2013,11070.5
12/16/2013,11095.2
12/23/2013,11114.1
12/30/2013,11125.6
1/6/2014,11176.3
1/13/2014,11128.7
1/20/2014,11098.1
1/27/2014,11030.4
2/3/2014,11086.1
2/10/2014,11135.2
2/17/2014,11184
2/24/2014,11132.9
3/3/2014,11204.8
3/10/2014,11258.4
3/17/2014,11297.2
3/24/2014,11255.1
3/31/2014,11301.8
4/7/2014,11378.8
4/14/2014,11402.5
4/21/2014,11342
4/28/2014,11218.2
5/5/2014,11272
5/12/2014,11272.9
5/19/2014,11265.6
5/26/2014,11238.4
6/2/2014,11333
6/9/2014,11351
6/16/2014,11367.7
6/23/2014,11277.6
6/30/2014,11330.6
7/7/2014,11413.1
7/14/2014,11410.1
7/21/2014,11380.5
7/28/2014,11351.1
8/4/2014,11448.5
8/11/2014,11418.4
8/18/2014,11429.3
8/25/2014,11371.3
9/1/2014,11430.1
9/8/2014,11483.4
9/15/2014,11503.7
9/22/2014,11425
9/29/2014,11439
10/6/2014,11544.9
10/13/2014,11545.2
10/20/2014,11557.8
10/27/2014,11513.7
11/3/2014,11563
11/10/2014,11609.4
11/17/2014,11630.9
11/24/2014,11568.3
12/1/2014,11656.5
12/8/2014,11712.7
12/15/2014,11752.7
12/22/2014,11771.9
12/29/2014,11786.9
1/5/2015,11817.6
1/12/2015,11794.7
1/19/2015,11749.6
1/26/2015,11674.5
2/2/2015,11775.7
2/9/2015,11808.9
2/16/2015,11852
2/23/2015,11837.7
3/2/2015,11915.6
3/9/2015,11944.1
3/16/2015,11976.2
3/23/2015,11920.9
3/30/2015,11958.3
4/6/2015,12110.4
4/13/2015,12088.6
4/20/2015,12031.5
4/27/2015,11850
5/4/2015,11895.4
5/11/2015,11902.4
5/18/2015,11916.7
5/25/2015,11870.9
6/1/2015,11930.2
6/8/2015,11967.2
6/15/2015,11982.8
6/22/2015,11927.4
6/29/2015,11944.8
7/6/2015,12078
7/13/2015,12032.6
7/20/2015,11996
7/27/2015,11947
8/3/2015,12032.1
8/10/2015,12060.8
8/17/2015,12094
8/24/2015,12038.5
8/31/2015,12073.5
9/7/2015,12158
9/14/2015,12184.2
9/21/2015,12130.6
9/28/2015,12071
10/5/2015,12168.2
10/12/2015,12157.6
10/19/2015,12164.5
10/26/2015,12129.9
11/2/2015,12246.4
11/9/2015,12289
11/16/2015,12320.6
11/23/2015,12267.8
11/30/2015,12301.6
12/7/2015,12366.3
12/14/2015,12403.6
12/21/2015,12458.8
12/28/2015,12450
1/4/2016,12483.3
1/11/2016,12538.3
1/18/2016,12494.3
1/25/2016,12409
2/1/2016,12451.9
2/8/2016,12464.5
2/15/2016,12531
2/22/2016,12518
2/29/2016,12546.2
3/7/2016,12644.4
3/14/2016,12668.3
3/21/2016,12670.6
3/28/2016,12721
4/4/2016,12811.5
4/11/2016,12826.1
4/18/2016,12837.4
4/25/2016,12680.3
5/2/2016,12696.7
5/9/2016,12717.2
5/16/2016,12733.1
5/23/2016,12686.5
5/30/2016,12673.9
6/6/2016,12787.3
6/13/2016,12826.7
6/20/2016,12795.4
6/27/2016,12725.2
7/4/2016,12855.5
7/11/2016,12854.2
7/18/2016,12856.3
7/25/2016,12790.9
8/1/2016,12883.3
8/8/2016,12957.1
8/15/2016,12962.2
8/22/2016,12933.6
8/29/2016,12915.3
9/5/2016,13025.6
9/12/2016,13068.2
9/19/2016,13025.3
9/26/2016,12932.5
10/3/2016,13044
10/10/2016,13095.7
10/17/2016,13115.5
10/24/2016,13026.1
10/31/2016,13077
11/7/2016,13159.7
11/14/2016,13205.1
11/21/2016,13216.4
11/28/2016,13185.9
12/5/2016,13260.5
12/12/2016,13282.1
12/19/2016,13302.8
12/26/2016,13297
1/2/2017,13347
1/9/2017,13370.2
1/16/2017,13334.8
1/23/2017,13235.2
1/30/2017,13181.4
2/6/2017,13278.6
2/13/2017,13298.6
2/20/2017,13301.3
2/27/2017,13323.4
3/6/2017,13448.9
3/13/2017,13503
3/20/2017,13502.2
3/27/2017,13471
4/3/2017,13582.7
4/10/2017,13633.4
4/17/2017,13674
4/24/2017,13469.4
5/1/2017,13450.3
5/8/2017,13472.9
5/15/2017,13491.4
5/22/2017,13468.1
5/29/2017,13454
6/5/2017,13555.7
6/12/2017,13549.2
6/19/2017,13528.7
6/26/2017,13450.3
7/3/2017,13562.9
7/10/2017,13618.3
7/17/2017,13608
7/24/2017,13523.5
7/31/2017,13581.1
8/7/2017,13670.8
8/14/2017,13661.8
8/21/2017,13657.4
8/28/2017,13626.4
9/4/2017,13717.2
9/11/2017,13745.8
9/18/2017,13722.3
9/25/2017,13614.5
10/2/2017,13739
10/9/2017,13778.9
10/16/2017,13789.8
10/23/2017,13705.3
10/30/2017,13712
11/6/2017,13823.1
11/13/2017,13826.3
11/20/2017,13822
11/27/2017,13804.4
12/4/2017,13879.1
12/11/2017,13935.8
12/18/2017,13966.6
12/25/2017,13935.2
1/1/2018,13963.5
1/8/2018,13970.1
1/15/2018,13921.1
1/22/2018,13824.2
1/29/2018,13745.8
2/5/2018,13840
2/12/2018,13835.9
2/19/2018,13842.7
2/26/2018,13841.8
3/5/2018,13993.8
3/12/2018,14016.1
3/19/2018,14019.8
3/26/2018,13995.3
4/2/2018,14152.3
4/9/2018,14149.7
4/16/2018,14171
4/23/2018,14016.2
4/30/2018,13932.6
5/7/2018,13991.9
5/14/2018,14008.2
5/21/2018,13992.4
5/28/2018,13975.8
6/4/2018,14097.3
6/11/2018,14107.4
6/18/2018,14124.6
6/25/2018,14004
7/2/2018,14129.6
7/9/2018,14166.3
7/16/2018,14157
7/23/2018,14075.1
7/30/2018,14086.9
8/6/2018,14187.5
8/13/2018,14195.5
8/20/2018,14184.6
8/27/2018,14148.4
9/3/2018,14240.5
9/10/2018,14245.3
9/17/2018,14251.3
9/24/2018,14131.8
10/1/2018,14220.7
10/8/2018,14232.1
10/15/2018,14261.9
10/22/2018,14207.8
10/29/2018,14171.2
11/5/2018,14261.9
11/12/2018,14251.5
11/19/2018,14289.8
11/26/2018,14240.2
12/3/2018,14368.3
12/10/2018,14412.2
12/17/2018,14432.7
12/24/2018,14500.2
12/31/2018,14548
1/7/2019,14552.7
1/14/2019,14504
1/21/2019,14412.5
1/28/2019,14343.2
2/4/2019,14408
2/11/2019,14412.1
2/18/2019,14412.3
2/25/2019,14391.9
3/4/2019,14537.5
3/11/2019,14581.2
3/18/2019,14591.9
3/25/2019,14552.4
4/1/2019,14672.5
4/8/2019,14720.4
4/15/2019,14742.5
4/22/2019,14609.6
4/29/2019,14494.7
5/6/2019,14572
5/13/2019,14569.4
5/20/2019,14593.7
5/27/2019,14583.6
6/3/2019,14715.7
6/10/2019,14757.4
6/17/2019,14798.3
6/24/2019,14677.3
7/1/2019,14796.6
7/8/2019,14872.6
7/15/2019,14828.3
7/22/2019,14796
7/29/2019,14807.6
8/5/2019,14942.3
8/12/2019,14925.3
8/19/2019,14911.1
8/26/2019,14849.5
9/2/2019,14964.6
9/9/2019,15015.4
9/16/2019,15021.7
9/23/2019,14951.5
9/30/2019,15031.6
10/7/2019,15132.9
10/14/2019,15144.6
10/21/2019,15135.7
10/28/2019,15097
11/4/2019,15239.2
11/11/2019,15241.2
11/18/2019,15300.4
11/25/2019,15250
12/2/2019,15345.5
12/9/2019,15355.1
12/16/2019,15447.1
12/23/2019,15460.1
12/30/2019,15471.6
1/6/2020,15503.8
1/13/2020,15471.9
1/20/2020,15425.3
1/27/2020,15312.6
2/3/2020,15378
2/10/2020,15380.7
2/17/2020,15412.1
2/24/2020,15347.2
3/2/2020,15512.4
3/9/2020,15648
3/16/2020,15843.5
3/23/2020,16216.9
3/30/2020,16638.9
4/6/2020,16797.3
4/13/2020,16944.6
4/20/2020,17205.4
4/27/2020,17344.1
5/4/2020,17561.1
5/11/2020,17698.6
5/18/2020,17830.8
5/25/2020,17806
6/1/2020,17937.5
6/8/2020,18049.4
6/15/2020,18138.3
6/22/2020,18130.6
6/29/2020,18184.7
7/6/2020,18366.7
7/13/2020,18370.6
7/20/2020,18269.9
7/27/2020,18137.4
8/3/2020,18249.6
8/10/2020,18316.3
8/17/2020,18389
8/24/2020,18288.9
8/31/2020,18408.1
9/7/2020,18542.3
9/14/2020,18626.4
9/21/2020,18579.8
9/28/2020,18521.7
10/5/2020,18664.4
10/12/2020,18677.9
10/19/2020,18734.4
10/26/2020,18672.9
11/2/2020,18862.8
11/9/2020,18943
11/16/2020,19027.5
11/23/2020,19002.9
11/30/2020,19084.6
12/7/2020,19191.5
12/14/2020,19242.9
12/21/2020,19296.9
12/28/2020,19328.9
1/4/2021,19396.6
1/11/2021,19459.2
1/18/2021,19434.6
1/25/2021,19316.6
2/1/2021,19423
2/8/2021,19459.3
2/15/2021,19568
2/22/2021,19579.5
3/1/2021,19667.7
3/8/2021,19764.5
3/15/2021,19903.3
3/22/2021,20079.1
3/29/2021,20154.9
4/5/2021,20362.1
4/12/2021,20356
4/19/2021,20346.5
4/26/2021,20192.4
5/3/2021,20319.7
5/10/2021,20401.3
5/17/2021,20459.8
5/24/2021,20280.2
5/31/2021,20329.6
6/7/2021,20471
6/14/2021,20557.6
6/21/2021,20463.5
6/28/2021,20415.2
7/5/2021,20596.3
7/12/2021,20597.9
7/19/2021,20631.4
7/26/2021,20585.8
8/2/2021,20713.6
8/9/2021,20776.2
8/16/2021,20853.3
8/23/2021,20830
8/30/2021,20864.4
9/6/2021,21008.9
9/13/2021,21055.6
9/20/2021,21015
9/27/2021,20925.3
10/4/2021,21098.4
10/11/2021,21124.5
10/18/2021,21203.9
10/25/2021,21094.4
11/1/2021,21238.8
11/8/2021,21311.4
11/15/2021,21389.7
11/22/2021,21416.5
11/29/2021,21445.3
12/6/2021,21589.8
12/13/2021,21647.1
12/20/2021,21774.7
12/27/2021,21823.4
1/3/2022,21796.9
1/10/2022,21814.1
1/17/2022,21798.3
1/24/2022,21612.1
1/31/2022,21609
2/7/2022,21652.2
2/14/2022,21676.7
2/21/2022,21678.5
2/28/2022,21768.8
3/7/2022,
3/14/2022,
3/21/2022,
