clf_name,clf_score
KNeighborsClassifier,0.8359788359788359
SVC,0.6137566137566137
NuSVC,0.8174603174603174
DecisionTreeClassifier,0.8518518518518519
RandomForestClassifier,0.8968253968253969
AdaBoostClassifier,0.8386243386243386
GradientBoostingClassifier,0.8571428571428571
GaussianNB,0.5396825396825397
LinearDiscriminantAnalysis,0.6984126984126984
QuadraticDiscriminantAnalysis,0.5026455026455027
MLPClassifier,0.791005291005291
LogisticRegression,0.6798941798941799
