,date,numTweets,replies_count,replies_average,retweets_count,retweets_average,likes_count,likes_average
394,2021-03-23,8,15577,1947.125,45276,5659.5,498054,62256.75
395,2021-03-22,2,675,337.5,671,335.5,11138,5569
396,2021-03-21,10,12975,1297.5,14138,1413.8,214385,21438.5
397,2021-03-20,7,14002,2000.285714,27751,3964.428571,456534,65219.14286
398,2021-03-19,15,22576,1505.066667,44192,2946.133333,768022,51201.46667
399,2021-03-18,2,13609,6804.5,17954,8977,377605,188802.5
400,2021-03-17,4,9376,2344,6919,1729.75,145927,36481.75
401,2021-03-16,1,2406,2406,4804,4804,77122,77122
402,2021-03-15,3,22810,7603.333333,30700,10233.33333,274482,91494
403,2021-03-14,17,77811,4577.117647,157316,9253.882353,1894293,111429
404,2021-03-13,6,13705,2284.166667,15901,2650.166667,269631,44938.5
405,2021-03-12,4,15524,3881,21938,5484.5,382848,95712
406,2021-03-11,10,3262,326.2,3597,359.7,101068,10106.8
407,2021-03-10,8,3207,400.875,3011,376.375,67408,8426
408,2021-03-09,6,2374,395.6666667,2823,470.5,59461,9910.166667
409,2021-03-08,7,30300,4328.571429,54439,7777,979683,139954.7143
410,2021-03-07,6,7404,1234,7050,1175,122998,20499.66667
411,2021-03-06,10,56528,5652.8,61502,6150.2,837579,83757.9
412,2021-03-05,5,12687,2537.4,19337,3867.4,331798,66359.6
413,2021-03-04,6,21896,3649.333333,33698,5616.333333,516588,86098
414,2021-03-03,18,22757,1264.277778,37331,2073.944444,704095,39116.38889
415,2021-03-02,8,21538,2692.25,37955,4744.375,508051,63506.375
416,2021-03-01,4,26730,6682.5,64593,16148.25,770466,192616.5
417,2021-02-26,13,29496,2268.923077,43874,3374.923077,809992,62307.07692
418,2021-02-25,11,49447,4495.181818,78623,7147.545455,1304924,118629.4545
419,2021-02-24,12,31108,2592.333333,83531,6960.916667,829652,69137.66667
420,2021-02-23,12,25239,2103.25,25035,2086.25,495100,41258.33333
421,2021-02-22,7,36447,5206.714286,47107,6729.571429,649665,92809.28571
422,2021-02-21,7,35805,5115,51611,7373,619113,88444.71429
423,2021-02-20,10,50615,5061.5,81024,8102.4,922493,92249.3
424,2021-02-19,6,6904,1150.666667,15544,2590.666667,229405,38234.16667
425,2021-02-18,1,479,479,275,275,7156,7156
426,2021-02-17,2,11119,5559.5,9723,4861.5,148943,74471.5
427,2021-02-16,7,7837,1119.571429,7853,1121.857143,116557,16651
428,2021-02-15,8,49869,6233.625,122777,15347.125,1307938,163492.25
429,2021-02-14,3,19902,6634,16212,5404,288666,96222
430,2021-02-13,4,14061,3515.25,22088,5522,302031,75507.75
431,2021-02-12,6,24972,4162,44246,7374.333333,572824,95470.66667
432,2021-02-11,4,23271,5817.75,36818,9204.5,376969,94242.25
433,2021-02-10,12,62402,5200.166667,104808,8734,1306212,108851
434,2021-02-09,10,16758,1675.8,21358,2135.8,305958,30595.8
435,2021-02-08,12,86515,7209.583333,243108,20259,2023872,168656
436,2021-02-07,13,49827,3832.846154,135448,10419.07692,1618344,124488
437,2021-02-06,11,75906,6900.545455,116877,10625.18182,1367324,124302.1818
438,2021-02-05,13,7414,570.3076923,6293,484.0769231,204803,15754.07692
439,2021-02-04,15,139366,9291.066667,556073,37071.53333,4588276,305885.0667
440,2021-02-02,5,43449,8689.8,41352,8270.4,925507,185101.4
441,2021-02-01,5,28236,5647.2,31007,6201.4,495189,99037.8
442,2021-01-31,9,21543,2393.666667,16254,1806,494980,54997.77778
443,2021-01-30,7,26738,3819.714286,44332,6333.142857,733830,104832.8571
444,2021-01-29,17,92947,5467.470588,345147,20302.76471,2931737,172455.1176
445,2021-01-28,25,47358,1894.32,113663,4546.52,1890864,75634.56
446,2021-01-27,6,15158,2526.333333,38047,6341.166667,354600,59100
447,2021-01-26,6,19002,3167,25926,4321,536762,89460.33333
448,2021-01-25,13,3030,233.0769231,3454,265.6923077,74724,5748
449,2021-01-24,5,6253,1250.6,10189,2037.8,254092,50818.4
450,2021-01-23,4,5226,1306.5,6549,1637.25,110029,27507.25
451,2021-01-22,6,63047,10507.83333,59490,9915,762604,127100.6667
452,2021-01-21,2,656,328,493,246.5,25858,12929
453,2021-01-18,11,10163,923.9090909,13638,1239.818182,209604,19054.90909
454,2021-01-17,1,1425,1425,1937,1937,120544,120544
455,2021-01-16,6,3336,556,3709,618.1666667,123289,20548.16667
456,2021-01-15,12,9210,767.5,11942,995.1666667,173325,14443.75
457,2021-01-14,8,13928,1741,35710,4463.75,550379,68797.375
458,2021-01-13,12,40148,3345.666667,200147,16678.91667,1742847,145237.25
459,2021-01-12,7,14899,2128.428571,52818,7545.428571,726708,103815.4286
460,2021-01-11,6,7943,1323.833333,28878,4813,276468,46078
461,2021-01-10,6,4082,680.3333333,3532,588.6666667,72293,12048.83333
462,2021-01-09,16,36025,2251.5625,72568,4535.5,1103507,68969.1875
463,2021-01-08,8,32667,4083.375,19351,2418.875,439960,54995
464,2021-01-07,14,41626,2973.285714,144966,10354.71429,1610918,115065.5714
465,2021-01-05,3,5091,1697,7832,2610.666667,205328,68442.66667
466,2021-01-03,1,464,464,409,409,17991,17991
467,2021-01-02,5,7415,1483,9972,1994.4,197234,39446.8
468,2021-01-01,1,221,221,213,213,3523,3523
469,2020-12-28,6,11431,1905.166667,5002,833.6666667,179411,29901.83333
470,2020-12-27,13,8474,651.8461538,11059,850.6923077,269363,20720.23077
471,2020-12-26,8,1331,166.375,694,86.75,26166,3270.75
472,2020-12-25,12,15143,1261.916667,21788,1815.666667,486623,40551.91667
473,2020-12-24,8,8036,1004.5,12815,1601.875,280184,35023
474,2020-12-23,2,2145,1072.5,1319,659.5,55488,27744
475,2020-12-22,3,4232,1410.666667,10796,3598.666667,86622,28874
476,2020-12-21,5,9303,1860.6,12194,2438.8,395103,79020.6
477,2020-12-20,17,59861,3521.235294,128640,7567.058824,1632495,96029.11765
478,2020-12-17,10,9294,929.4,32388,3238.8,322927,32292.7
479,2020-12-16,8,9320,1165,3165,395.625,62516,7814.5
480,2020-12-15,5,1751,350.2,1536,307.2,46466,9293.2
481,2020-12-14,10,29839,2983.9,90391,9039.1,1244837,124483.7
482,2020-12-13,1,525,525,205,205,8031,8031
483,2020-12-12,3,710,236.6666667,360,120,18315,6105
484,2020-12-11,2,886,443,701,350.5,30855,15427.5
485,2020-12-10,4,7981,1995.25,17008,4252,358424,89606
486,2020-12-09,5,29087,5817.4,73783,14756.6,929328,185865.6
487,2020-12-08,6,9556,1592.666667,14672,2445.333333,266875,44479.16667
488,2020-12-07,7,13096,1870.857143,13294,1899.142857,321774,45967.71429
489,2020-12-06,2,980,490,635,317.5,21124,10562
490,2020-12-05,2,455,227.5,257,128.5,15674,7837
491,2020-12-03,4,9034,2258.5,6151,1537.75,167850,41962.5
492,2020-12-02,5,5627,1125.4,9318,1863.6,143919,28783.8
493,2020-12-01,1,723,723,212,212,17060,17060
494,2020-11-30,3,598,199.3333333,606,202,50267,16755.66667
495,2020-11-29,3,769,256.3333333,580,193.3333333,13485,4495
496,2020-11-28,7,895,127.8571429,434,62,20844,2977.714286
497,2020-11-26,7,8685,1240.714286,9202,1314.571429,263820,37688.57143
498,2020-11-25,11,5313,483,7355,668.6363636,167046,15186
499,2020-11-24,8,2854,356.75,4275,534.375,83256,10407
500,2020-11-23,3,1171,390.3333333,555,185,30784,10261.33333
501,2020-11-22,1,2766,2766,3552,3552,121800,121800
502,2020-11-21,18,6614,367.4444444,8967,498.1666667,218406,12133.66667
503,2020-11-20,15,2084,138.9333333,3322,221.4666667,95576,6371.733333
504,2020-11-19,11,1759,159.9090909,1093,99.36363636,29269,2660.818182
505,2020-11-18,20,9611,480.55,9932,496.6,297155,14857.75
506,2020-11-17,27,6371,235.962963,17505,648.3333333,271667,10061.74074
507,2020-11-16,11,12706,1155.090909,18764,1705.818182,526581,47871
508,2020-11-15,14,4988,356.2857143,8762,625.8571429,154880,11062.85714
509,2020-11-14,18,10040,557.7777778,17109,950.5,313506,17417
510,2020-11-13,28,69961,2498.607143,167576,5984.857143,1275499,45553.53571
511,2020-11-12,3,1763,587.6666667,8110,2703.333333,104311,34770.33333
512,2020-11-11,1,188,188,65,65,4151,4151
513,2020-11-10,4,3929,982.25,6810,1702.5,210816,52704
514,2020-11-09,15,11849,789.9333333,22778,1518.533333,474139,31609.26667
515,2020-11-08,10,1053,105.3,1010,101,23021,2302.1
516,2020-11-07,1,3494,3494,5680,5680,115454,115454
517,2020-11-06,9,20136,2237.333333,41927,4658.555556,589067,65451.88889
518,2020-11-05,4,4065,1016.25,6484,1621,129337,32334.25
519,2020-11-04,1,294,294,121,121,2742,2742
520,2020-11-03,10,2972,297.2,5532,553.2,113107,11310.7
521,2020-11-02,9,10648,1183.111111,6917,768.5555556,173113,19234.77778
522,2020-11-01,9,3315,368.3333333,2797,310.7777778,94899,10544.33333
523,2020-10-31,17,2785,163.8235294,3247,191,62218,3659.882353
524,2020-10-30,5,1419,283.8,989,197.8,48270,9654
525,2020-10-29,11,15066,1369.636364,19004,1727.636364,269595,24508.63636
526,2020-10-28,11,9597,872.4545455,18683,1698.454545,326712,29701.09091
527,2020-10-27,7,1416,202.2857143,1179,168.4285714,47912,6844.571429
528,2020-10-26,2,526,263,768,384,6712,3356
529,2020-10-25,4,1452,363,1136,284,28149,7037.25
530,2020-10-24,4,3230,807.5,11463,2865.75,191363,47840.75
531,2020-10-23,7,1450,207.1428571,1446,206.5714286,46707,6672.428571
532,2020-10-22,11,6896,626.9090909,4638,421.6363636,129432,11766.54545
533,2020-10-21,9,4062,451.3333333,6970,774.4444444,160632,17848
534,2020-10-20,2,3682,1841,5608,2804,104619,52309.5
535,2020-10-19,2,505,252.5,1466,733,7192,3596
536,2020-10-18,1,115,115,85,85,2074,2074
537,2020-10-17,5,770,154,461,92.2,9259,1851.8
538,2020-10-16,9,3303,367,5102,566.8888889,106741,11860.11111
539,2020-10-15,2,304,152,139,69.5,3789,1894.5
540,2020-10-14,19,22238,1170.421053,64942,3418,791129,41638.36842
541,2020-10-13,11,8285,753.1818182,28501,2591,368366,33487.81818
542,2020-10-12,20,4679,233.95,4736,236.8,89554,4477.7
543,2020-10-11,6,1264,210.6666667,1583,263.8333333,37797,6299.5
544,2020-10-10,8,3514,439.25,12892,1611.5,80514,10064.25
545,2020-10-09,8,1704,213,1591,198.875,42450,5306.25
546,2020-10-08,13,1992,153.2307692,2764,212.6153846,59387,4568.230769
547,2020-10-07,31,3690,119.0322581,6927,223.4516129,101451,3272.612903
548,2020-10-06,10,4276,427.6,8651,865.1,133889,13388.9
549,2020-10-05,11,4845,440.4545455,6450,586.3636364,124861,11351
550,2020-10-04,6,17551,2925.166667,86081,14346.83333,946568,157761.3333
551,2020-10-03,5,1220,244,1507,301.4,35749,7149.8
552,2020-10-02,18,4108,228.2222222,6095,338.6111111,176101,9783.388889
553,2020-10-01,9,1612,179.1111111,1444,160.4444444,42898,4766.444444
554,2020-09-30,3,344,114.6666667,164,54.66666667,5494,1831.333333
555,2020-09-29,3,1039,346.3333333,754,251.3333333,15517,5172.333333
556,2020-09-28,11,2788,253.4545455,3952,359.2727273,71814,6528.545455
557,2020-09-26,28,16143,576.5357143,147967,5284.535714,1154010,41214.64286
558,2020-09-25,14,43751,3125.071429,12159,868.5,230983,16498.78571
559,2020-09-24,4,3388,847,3861,965.25,60355,15088.75
560,2020-09-23,12,10714,892.8333333,37476,3123,446738,37228.16667
561,2020-09-22,5,1894,378.8,2899,579.8,46402,9280.4
562,2020-09-21,8,5265,658.125,8342,1042.75,131521,16440.125
563,2020-09-20,15,2324,154.9333333,1647,109.8,34333,2288.866667
564,2020-09-19,6,5071,845.1666667,5316,886,98163,16360.5
565,2020-09-18,4,10124,2531,45799,11449.75,378618,94654.5
566,2020-09-17,5,3049,609.8,8124,1624.8,152473,30494.6
567,2020-09-16,11,4974,452.1818182,8904,809.4545455,204239,18567.18182
568,2020-09-15,14,17716,1265.428571,35533,2538.071429,607203,43371.64286
569,2020-09-14,6,3302,550.3333333,6151,1025.166667,102012,17002
570,2020-09-13,4,575,143.75,640,160,21840,5460
571,2020-09-12,13,3698,284.4615385,7190,553.0769231,111848,8603.692308
572,2020-09-11,3,6180,2060,14421,4807,180429,60143
573,2020-09-10,11,6157,559.7272727,8444,767.6363636,192387,17489.72727
574,2020-09-09,8,4764,595.5,10742,1342.75,151297,18912.125
575,2020-09-08,1,5805,5805,22339,22339,146481,146481
576,2020-09-07,4,3674,918.5,6328,1582,131492,32873
577,2020-09-05,3,738,246,995,331.6666667,27773,9257.666667
578,2020-09-04,5,6223,1244.6,16786,3357.2,224363,44872.6
579,2020-09-03,4,3892,973,7367,1841.75,183559,45889.75
580,2020-09-02,2,578,289,676,338,12953,6476.5
581,2020-09-01,8,582,72.75,571,71.375,12634,1579.25
582,2020-08-31,5,3179,635.8,14942,2988.4,227231,45446.2
583,2020-08-30,21,6195,295,12266,584.0952381,272399,12971.38095
584,2020-08-29,10,6970,697,10950,1095,167089,16708.9
585,2020-08-28,15,8827,588.4666667,27490,1832.666667,287788,19185.86667
586,2020-08-27,11,9536,866.9090909,16847,1531.545455,293409,26673.54545
587,2020-08-26,12,4526,377.1666667,13336,1111.333333,110120,9176.666667
588,2020-08-25,6,2537,422.8333333,2515,419.1666667,63974,10662.33333
589,2020-08-24,8,1518,189.75,1837,229.625,52903,6612.875
590,2020-08-21,3,3368,1122.666667,28310,9436.666667,213252,71084
591,2020-08-20,15,23329,1555.266667,69949,4663.266667,871315,58087.66667
592,2020-08-19,23,6605,287.173913,14838,645.1304348,253048,11002.08696
593,2020-08-18,16,9595,599.6875,45391,2836.9375,499517,31219.8125
594,2020-08-17,18,11318,628.7777778,24454,1358.555556,414364,23020.22222
595,2020-08-16,16,28255,1765.9375,58873,3679.5625,818609,51163.0625
596,2020-08-15,13,2646,203.5384615,3004,231.0769231,59659,4589.153846
597,2020-08-14,25,9349,373.96,16331,653.24,253387,10135.48
598,2020-08-13,7,3502,500.2857143,4695,670.7142857,65703,9386.142857
599,2020-08-12,1,281,281,243,243,8709,8709
600,2020-08-11,8,4021,502.625,7244,905.5,129612,16201.5
601,2020-08-09,3,1426,475.3333333,1636,545.3333333,57611,19203.66667
602,2020-08-08,11,4514,410.3636364,7919,719.9090909,123054,11186.72727
603,2020-08-07,10,7842,784.2,12020,1202,150596,15059.6
604,2020-08-06,1,4465,4465,11117,11117,164247,164247
605,2020-08-05,6,2033,338.8333333,4664,777.3333333,89324,14887.33333
606,2020-08-04,6,2648,441.3333333,2136,356,55374,9229
607,2020-08-03,4,1351,337.75,1740,435,40637,10159.25
608,2020-08-02,14,30366,2169,92727,6623.357143,1290176,92155.42857
609,2020-08-01,4,2271,567.75,2737,684.25,60424,15106
610,2020-07-31,9,31006,3445.111111,79722,8858,737122,81902.44444
611,2020-07-30,31,46439,1498.032258,87337,2817.322581,1145659,36956.74194
612,2020-07-29,9,2758,306.4444444,4885,542.7777778,94508,10500.88889
613,2020-07-28,9,1799,199.8888889,1426,158.4444444,34385,3820.555556
614,2020-07-27,26,67456,2594.461538,124194,4776.692308,1228029,47231.88462
615,2020-07-26,18,2905,161.3888889,2876,159.7777778,104024,5779.111111
616,2020-07-25,7,24786,3540.857143,24574,3510.571429,350385,50055
617,2020-07-24,16,79359,4959.9375,108404,6775.25,1210215,75638.4375
618,2020-07-23,11,4041,367.3636364,4170,379.0909091,94766,8615.090909
619,2020-07-22,20,51331,2566.55,118539,5926.95,1206751,60337.55
620,2020-07-21,14,12675,905.3571429,18090,1292.142857,400010,28572.14286
621,2020-07-20,8,4191,523.875,8373,1046.625,168312,21039
622,2020-07-19,18,3753,208.5,3926,218.1111111,146054,8114.111111
623,2020-07-18,15,14508,967.2,51364,3424.266667,562389,37492.6
624,2020-07-17,2,823,411.5,542,271,15243,7621.5
625,2020-07-15,16,12203,762.6875,26101,1631.3125,414948,25934.25
626,2020-07-14,12,2885,240.4166667,2765,230.4166667,76571,6380.916667
627,2020-07-13,15,2428,161.8666667,3035,202.3333333,95197,6346.466667
628,2020-07-12,3,439,146.3333333,242,80.66666667,14567,4855.666667
629,2020-07-11,4,6636,1659,12653,3163.25,257303,64325.75
630,2020-07-10,22,9232,419.6363636,11855,538.8636364,222457,10111.68182
631,2020-07-09,8,6672,834,12739,1592.375,235670,29458.75
632,2020-07-08,2,1442,721,3324,1662,44573,22286.5
633,2020-07-07,3,1377,459,3040,1013.333333,47889,15963
634,2020-07-06,7,2107,301,1699,242.7142857,69806,9972.285714
635,2020-07-05,28,48972,1749,199981,7142.178571,1650479,58945.67857
636,2020-07-04,36,22486,624.6111111,29701,825.0277778,461640,12823.33333
637,2020-07-03,24,6438,268.25,3660,152.5,104554,4356.416667
638,2020-07-02,37,37007,1000.189189,44114,1192.27027,730482,19742.75676
639,2020-07-01,16,4663,291.4375,7689,480.5625,223564,13972.75
640,2020-06-30,8,4459,557.375,14283,1785.375,187285,23410.625
641,2020-06-29,4,3558,889.5,5460,1365,44315,11078.75
642,2020-06-28,4,11522,2880.5,57582,14395.5,601292,150323
643,2020-06-27,5,1704,340.8,1828,365.6,41747,8349.4
644,2020-06-26,18,34577,1920.944444,307734,17096.33333,2328794,129377.4444
645,2020-06-25,8,6548,818.5,13449,1681.125,338739,42342.375
646,2020-06-24,7,1969,281.2857143,1360,194.2857143,31530,4504.285714
647,2020-06-23,3,1926,642,3026,1008.666667,51178,17059.33333
648,2020-06-22,7,5791,827.2857143,5814,830.5714286,143860,20551.42857
649,2020-06-21,35,23101,660.0285714,62369,1781.971429,912514,26071.82857
650,2020-06-20,9,1857,206.3333333,1757,195.2222222,79411,8823.444444
651,2020-06-19,6,6998,1166.333333,32603,5433.833333,428246,71374.33333
652,2020-06-18,6,1810,301.6666667,1991,331.8333333,59159,9859.833333
653,2020-06-17,1,71,71,35,35,1269,1269
654,2020-06-16,20,12545,627.25,16978,848.9,247055,12352.75
655,2020-06-15,12,3850,320.8333333,9325,777.0833333,127618,10634.83333
656,2020-06-14,2,1015,507.5,1461,730.5,36390,18195
657,2020-06-11,15,15003,1000.2,67610,4507.333333,653058,43537.2
658,2020-06-10,26,6406,246.3846154,12995,499.8076923,188647,7255.653846
659,2020-06-09,3,817,272.3333333,1320,440,33272,11090.66667
660,2020-06-08,11,4736,430.5454545,13329,1211.727273,207545,18867.72727
661,2020-06-07,12,3774,314.5,6853,571.0833333,155958,12996.5
662,2020-06-06,12,34934,2911.166667,208531,17377.58333,1380079,115006.5833
663,2020-06-05,3,471,157,497,165.6666667,10061,3353.666667
664,2020-06-04,6,3449,574.8333333,11305,1884.166667,76644,12774
665,2020-06-02,1,22013,22013,28184,28184,524953,524953
666,2020-06-01,4,1979,494.75,5170,1292.5,118762,29690.5
667,2020-05-31,9,10383,1153.666667,60345,6705,784434,87159.33333
668,2020-05-30,4,18396,4599,54093,13523.25,926140,231535
669,2020-05-29,3,1138,379.3333333,1288,429.3333333,46905,15635
670,2020-05-27,6,12510,2085,99207,16534.5,1093796,182299.3333
671,2020-05-26,7,4303,614.7142857,20231,2890.142857,209319,29902.71429
672,2020-05-25,2,279,139.5,646,323,19511,9755.5
673,2020-05-24,7,6327,903.8571429,40055,5722.142857,396985,56712.14286
674,2020-05-23,12,10548,879,70311,5859.25,628324,52360.33333
675,2020-05-22,13,26754,2058,84757,6519.769231,669677,51513.61538
676,2020-05-21,3,703,234.3333333,929,309.6666667,20264,6754.666667
677,2020-05-20,1,160,160,120,120,5237,5237
678,2020-05-19,7,17278,2468.285714,77470,11067.14286,680029,97147
679,2020-05-18,3,4360,1453.333333,3318,1106,51819,17273
680,2020-05-17,7,35639,5091.285714,91369,13052.71429,625756,89393.71429
681,2020-05-15,44,17330,393.8636364,33363,758.25,448597,10195.38636
682,2020-05-14,8,7400,925,42135,5266.875,352457,44057.125
683,2020-05-13,14,12085,863.2142857,148924,10637.42857,878315,62736.78571
684,2020-05-12,17,9802,576.5882353,46799,2752.882353,609723,35866.05882
685,2020-05-11,23,47777,2077.26087,91169,3963.869565,905282,39360.08696
686,2020-05-10,13,7535,579.6153846,12108,931.3846154,183560,14120
687,2020-05-09,18,21008,1167.111111,21928,1218.222222,185301,10294.5
688,2020-05-08,16,2394,149.625,2498,156.125,73586,4599.125
689,2020-05-07,30,3712,123.7333333,4116,137.2,94242,3141.4
690,2020-05-06,19,14108,742.5263158,67241,3539,642812,33832.21053
691,2020-05-05,20,13822,691.1,58599,2929.95,494316,24715.8
692,2020-05-04,18,4464,248,6498,361,148809,8267.166667
693,2020-05-03,10,16459,1645.9,33058,3305.8,494541,49454.1
694,2020-05-02,13,5587,429.7692308,4712,362.4615385,81338,6256.769231
695,2020-05-01,28,91054,3251.928571,110814,3957.642857,1181335,42190.53571
696,2020-04-30,17,30267,1780.411765,70970,4174.705882,419477,24675.11765
697,2020-04-29,9,57410,6378.888889,71805,7978.333333,518232,57581.33333
698,2020-04-28,1,68,68,46,46,767,767
699,2020-04-27,24,8983,374.2916667,20952,873,302385,12599.375
700,2020-04-26,13,7062,543.2307692,18614,1431.846154,141911,10916.23077
701,2020-04-25,22,4338,197.1818182,27018,1228.090909,240630,10937.72727
702,2020-04-24,16,3771,235.6875,3870,241.875,100874,6304.625
703,2020-04-23,20,6302,315.1,11159,557.95,149821,7491.05
704,2020-04-22,19,10692,562.7368421,28333,1491.210526,340935,17943.94737
705,2020-04-21,8,702,87.75,1153,144.125,29413,3676.625
706,2020-04-20,5,1233,246.6,1802,360.4,30365,6073
707,2020-04-19,14,3679,262.7857143,42602,3043,314266,22447.57143
708,2020-04-18,17,2199,129.3529412,5024,295.5294118,73973,4351.352941
709,2020-04-17,9,2432,270.2222222,4328,480.8888889,58760,6528.888889
710,2020-04-16,56,15664,279.7142857,63146,1127.607143,570702,10191.10714
711,2020-04-15,1,407,407,328,328,9251,9251
712,2020-04-14,4,2093,523.25,2678,669.5,67138,16784.5
713,2020-04-13,7,3633,519,55051,7864.428571,396650,56664.28571
714,2020-04-12,7,7472,1067.428571,57968,8281.142857,465436,66490.85714
715,2020-04-11,8,1142,142.75,2014,251.75,32414,4051.75
716,2020-04-10,6,3941,656.8333333,62124,10354,387433,64572.16667
717,2020-04-09,10,1269,126.9,1098,109.8,27387,2738.7
718,2020-04-08,9,4019,446.5555556,8448,938.6666667,117273,13030.33333
719,2020-04-07,11,4106,373.2727273,15639,1421.727273,156303,14209.36364
720,2020-04-06,13,4647,357.4615385,12553,965.6153846,174627,13432.84615
721,2020-04-05,20,7998,399.9,24048,1202.4,408420,20421
722,2020-04-04,8,15277,1909.625,41407,5175.875,323759,40469.875
723,2020-04-03,16,2047,127.9375,2819,176.1875,53344,3334
724,2020-04-02,11,1393,126.6363636,2438,221.6363636,52207,4746.090909
725,2020-04-01,5,739,147.8,757,151.4,19055,3811
726,2020-03-31,7,14517,2073.857143,71547,10221,403208,57601.14286
727,2020-03-30,9,4164,462.6666667,31862,3540.222222,300838,33426.44444
728,2020-03-28,3,998,332.6666667,1204,401.3333333,23816,7938.666667
729,2020-03-27,11,3559,323.5454545,10692,972,116913,10628.45455
730,2020-03-26,9,3050,338.8888889,5832,648,113750,12638.88889
731,2020-03-25,5,989,197.8,1786,357.2,21703,4340.6
732,2020-03-24,15,5781,385.4,20698,1379.866667,284465,18964.33333
733,2020-03-23,16,1948,121.75,2304,144,50841,3177.5625
734,2020-03-22,6,1424,237.3333333,2728,454.6666667,31592,5265.333333
735,2020-03-21,11,4972,452,9999,909,152647,13877
736,2020-03-20,6,1384,230.6666667,1255,209.1666667,19683,3280.5
737,2020-03-19,22,33782,1535.545455,25976,1180.727273,180738,8215.363636
738,2020-03-18,13,4912,377.8461538,16195,1245.769231,216580,16660
739,2020-03-17,9,3431,381.2222222,8189,909.8888889,51320,5702.222222
740,2020-03-16,9,4045,449.4444444,13212,1468,76659,8517.666667
741,2020-03-15,2,10327,5163.5,104014,52007,468015,234007.5
742,2020-03-14,11,589,53.54545455,640,58.18181818,14954,1359.454545
743,2020-03-12,1,223,223,154,154,3142,3142
744,2020-03-11,20,26309,1315.45,65183,3259.15,814880,40744
745,2020-03-10,18,15552,864,95717,5317.611111,1087278,60404.33333
746,2020-03-09,3,637,212.3333333,903,301,12315,4105
747,2020-03-08,8,2529,316.125,7956,994.5,115200,14400
748,2020-03-07,6,2954,492.3333333,7391,1231.833333,133452,22242
749,2020-03-06,1,43536,43536,302761,302761,1596525,1596525
750,2020-03-05,1,606,606,489,489,18580,18580
751,2020-03-04,5,676,135.2,676,135.2,11691,2338.2
752,2020-03-03,10,11621,1162.1,68023,6802.3,744947,74494.7
753,2020-03-02,10,3851,385.1,16867,1686.7,192335,19233.5
754,2020-02-28,2,662,331,640,320,9021,4510.5
755,2020-02-27,2,718,359,704,352,19546,9773
756,2020-02-26,9,1814,201.5555556,3629,403.2222222,68759,7639.888889
757,2020-02-25,14,8855,632.5,64690,4620.714286,658528,47037.71429
758,2020-02-22,5,2091,418.2,3117,623.4,60976,12195.2
759,2020-02-21,4,6631,1657.75,68393,17098.25,556436,139109
760,2020-02-20,16,2974,185.875,4494,280.875,76108,4756.75
761,2020-02-19,6,2302,383.6666667,7740,1290,161426,26904.33333
762,2020-02-18,5,1055,211,1033,206.6,21164,4232.8
763,2020-02-17,4,262,65.5,530,132.5,6413,1603.25
764,2020-02-16,3,3283,1094.333333,5882,1960.666667,73514,24504.66667
765,2020-02-15,19,5547,291.9473684,11362,598,190527,10027.73684
766,2020-02-14,8,2995,374.375,21127,2640.875,153806,19225.75
767,2020-02-13,2,1561,780.5,14468,7234,129198,64599
768,2020-02-12,6,2943,490.5,22568,3761.333333,356872,59478.66667
769,2020-02-10,21,7485,356.4285714,10530,501.4285714,217234,10344.47619
770,2020-02-09,5,4857,971.4,10640,2128,191601,38320.2
771,2020-02-08,11,4839,439.9090909,16327,1484.272727,248838,22621.63636
772,2020-02-07,7,1322,188.8571429,2841,405.8571429,54432,7776
773,2020-02-06,25,16421,656.84,58501,2340.04,729851,29194.04
774,2020-02-05,10,12809,1280.9,25197,2519.7,335261,33526.1
775,2020-02-04,4,3618,904.5,5016,1254,107641,26910.25
776,2020-02-03,15,5231,348.7333333,10618,707.8666667,157698,10513.2
777,2020-02-02,14,10928,780.5714286,16244,1160.285714,228009,16286.35714
778,2020-02-01,7,3275,467.8571429,8865,1266.428571,77713,11101.85714
779,2020-01-31,17,14368,845.1764706,87602,5153.058824,947607,55741.58824
780,2020-01-30,5,6788,1357.6,24195,4839,315988,63197.6
781,2020-01-29,10,6921,692.1,39664,3966.4,459018,45901.8
782,2020-01-28,5,8097,1619.4,36455,7291,467254,93450.8
783,2020-01-27,3,715,238.3333333,1612,537.3333333,32002,10667.33333
784,2020-01-26,2,161,80.5,182,91,6434,3217
785,2020-01-25,10,1891,189.1,12399,1239.9,144150,14415
786,2020-01-24,2,2257,1128.5,11332,5666,152050,76025
787,2020-01-23,7,1374,196.2857143,2198,314,41962,5994.571429
788,2020-01-22,11,6098,554.3636364,12616,1146.909091,202270,18388.18182
789,2020-01-21,7,554,79.14285714,967,138.1428571,18080,2582.857143
790,2020-01-20,3,935,311.6666667,2016,672,43506,14502
791,2020-01-19,3,2098,699.3333333,5724,1908,113685,37895
792,2020-01-18,3,3479,1159.666667,36673,12224.33333,382048,127349.3333
793,2020-01-17,20,7897,394.85,43864,2193.2,396726,19836.3
794,2020-01-16,6,1807,301.1666667,4753,792.1666667,84977,14162.83333
795,2020-01-15,1,336,336,243,243,12494,12494
796,2020-01-14,7,3230,461.4285714,4264,609.1428571,74461,10637.28571
797,2020-01-13,1,127,127,205,205,3407,3407
798,2020-01-12,10,4894,489.4,16046,1604.6,225746,22574.6
799,2020-01-11,6,2703,450.5,8355,1392.5,130083,21680.5
