,date,numTweets,replies_count,replies_average,retweets_count,retweets_average,likes_count,likes_average
800,2020-01-10,15,7931,528.7333333,63693,4246.2,597215,39814.33333
801,2020-01-09,2,7578,3789,60723,30361.5,443576,221788
802,2020-01-08,2,1657,828.5,2929,1464.5,93453,46726.5
803,2020-01-07,13,9031,694.6923077,39952,3073.230769,403097,31007.46154
804,2020-01-06,2,168,84,191,95.5,3384,1692
805,2020-01-05,4,2242,560.5,28970,7242.5,301311,75327.75
806,2020-01-04,3,478,159.3333333,467,155.6666667,10264,3421.333333
807,2020-01-01,3,5627,1875.666667,28402,9467.333333,359777,119925.6667
808,2019-12-31,4,732,183,775,193.75,20121,5030.25
809,2019-12-30,47,8424,179.2340426,29595,629.6808511,329273,7005.808511
810,2019-12-29,24,8302,345.9166667,41085,1711.875,394200,16425
811,2019-12-28,19,15327,806.6842105,13458,708.3157895,205817,10832.47368
812,2019-12-27,2,2202,1101,6096,3048,105944,52972
813,2019-12-26,20,4271,213.55,5932,296.6,152969,7648.45
814,2019-12-24,7,766,109.4285714,556,79.42857143,13300,1900
815,2019-12-23,3,12548,4182.666667,57231,19077,588190,196063.3333
816,2019-12-22,27,8072,298.962963,26645,986.8518519,508274,18824.96296
817,2019-12-21,10,2944,294.4,22189,2218.9,260381,26038.1
818,2019-12-20,5,2302,460.4,3898,779.6,82793,16558.6
819,2019-12-19,8,4596,574.5,23674,2959.25,296435,37054.375
820,2019-12-18,5,2299,459.8,16259,3251.8,137095,27419
821,2019-12-17,3,1207,402.3333333,845,281.6666667,29349,9783
822,2019-12-14,5,5469,1093.8,64548,12909.6,534668,106933.6
823,2019-12-13,5,4948,989.6,124630,24926,743664,148732.8
824,2019-12-12,19,22499,1184.157895,226348,11913.05263,1512845,79623.42105
825,2019-12-11,1,51,51,46,46,1467,1467
826,2019-12-10,6,1390,231.6666667,3651,608.5,71958,11993
827,2019-12-09,1,181,181,262,262,13070,13070
828,2019-12-08,1,725,725,611,611,11684,11684
829,2019-12-07,13,12444,957.2307692,43234,3325.692308,532306,40946.61538
830,2019-12-04,1,667,667,2036,2036,32076,32076
831,2019-12-03,4,648,162,569,142.25,19776,4944
832,2019-12-02,2,9928,4964,52845,26422.5,492176,246088
833,2019-12-01,12,17136,1428,24596,2049.666667,539705,44975.41667
834,2019-11-29,1,174,174,350,350,12397,12397
835,2019-11-27,7,6212,887.4285714,34660,4951.428571,449927,64275.28571
836,2019-11-26,3,708,236,791,263.6666667,27433,9144.333333
837,2019-11-25,5,9659,1931.8,19246,3849.2,411341,82268.2
838,2019-11-24,22,28123,1278.318182,150850,6856.818182,1330369,60471.31818
839,2019-11-23,13,21245,1634.230769,73360,5643.076923,968353,74488.69231
840,2019-11-22,10,26144,2614.4,62698,6269.8,638014,63801.4
841,2019-11-21,7,5353,764.7142857,17478,2496.857143,231220,33031.42857
842,2019-11-20,3,984,328,1143,381,24922,8307.333333
843,2019-11-19,9,6380,708.8888889,11049,1227.666667,154348,17149.77778
844,2019-11-18,5,800,160,1792,358.4,20964,4192.8
845,2019-11-16,3,2078,692.6666667,5791,1930.333333,61145,20381.66667
846,2019-11-15,3,1559,519.6666667,10004,3334.666667,142047,47349
847,2019-11-14,9,1973,219.2222222,2252,250.2222222,27638,3070.888889
848,2019-11-13,4,951,237.75,2033,508.25,28307,7076.75
849,2019-11-12,3,3319,1106.333333,7259,2419.666667,100596,33532
850,2019-11-11,1,1033,1033,5906,5906,74617,74617
851,2019-11-10,4,412,103,333,83.25,9494,2373.5
852,2019-11-09,2,299,149.5,326,163,4581,2290.5
853,2019-11-08,9,1953,217,5234,581.5555556,71677,7964.111111
854,2019-11-07,11,1118,101.6363636,2402,218.3636364,25117,2283.363636
855,2019-11-06,9,3204,356,8521,946.7777778,107928,11992
856,2019-11-05,5,643,128.6,872,174.4,12643,2528.6
857,2019-11-04,4,1570,392.5,3875,968.75,54711,13677.75
858,2019-11-01,2,1461,730.5,5385,2692.5,92690,46345
859,2019-10-31,2,341,170.5,475,237.5,6292,3146
860,2019-10-30,15,6261,417.4,70074,4671.6,780272,52018.13333
861,2019-10-29,1,3721,3721,54041,54041,348482,348482
862,2019-10-28,17,5362,315.4117647,17573,1033.705882,354372,20845.41176
863,2019-10-27,3,2304,768,4450,1483.333333,144392,48130.66667
864,2019-10-26,4,3569,892.25,43668,10917,351380,87845
865,2019-10-25,10,8389,838.9,27860,2786,338851,33885.1
866,2019-10-24,11,4875,443.1818182,69632,6330.181818,466740,42430.90909
867,2019-10-23,5,3045,609,7760,1552,104936,20987.2
868,2019-10-22,5,8270,1654,36615,7323,421100,84220
869,2019-10-21,3,1743,581,2744,914.6666667,39195,13065
870,2019-10-17,5,7544,1508.8,6480,1296,137760,27552
871,2019-10-16,3,1127,375.6666667,2758,919.3333333,41964,13988
872,2019-10-15,7,5749,821.2857143,29873,4267.571429,289177,41311
873,2019-10-14,27,2026,75.03703704,3634,134.5925926,71505,2648.333333
874,2019-10-13,11,12182,1107.454545,80405,7309.545455,636405,57855
875,2019-10-12,23,5630,244.7826087,12272,533.5652174,152711,6639.608696
876,2019-10-11,1,307,307,169,169,3867,3867
877,2019-10-10,7,1592,227.4285714,3251,464.4285714,63627,9089.571429
878,2019-10-09,26,16551,636.5769231,59586,2291.769231,601978,23153
879,2019-10-08,6,909,151.5,1835,305.8333333,23670,3945
880,2019-10-07,9,3506,389.5555556,13067,1451.888889,190980,21220
881,2019-10-06,8,6257,782.125,5931,741.375,94560,11820
882,2019-10-05,5,366,73.2,291,58.2,6364,1272.8
883,2019-10-04,6,1530,255,3745,624.1666667,51521,8586.833333
884,2019-10-03,4,1044,261,787,196.75,11832,2958
885,2019-10-02,8,1739,217.375,2375,296.875,56467,7058.375
886,2019-10-01,17,2758,162.2352941,7938,466.9411765,124650,7332.352941
887,2019-09-30,2,234,117,199,99.5,4008,2004
888,2019-09-29,1,117,117,48,48,1482,1482
889,2019-09-28,5,3649,729.8,25268,5053.6,199044,39808.8
890,2019-09-27,15,9116,607.7333333,33748,2249.866667,373648,24909.86667
891,2019-09-26,24,8402,350.0833333,27312,1138,352087,14670.29167
892,2019-09-25,4,312,78,642,160.5,7688,1922
893,2019-09-24,18,3204,178,56115,3117.5,368644,20480.22222
894,2019-09-23,8,2614,326.75,6180,772.5,103736,12967
895,2019-09-22,13,2544,195.6923077,10607,815.9230769,135627,10432.84615
896,2019-09-21,6,486,81,514,85.66666667,11430,1905
897,2019-09-20,3,632,210.6666667,2219,739.6666667,19867,6622.333333
898,2019-09-19,10,1645,164.5,5153,515.3,62362,6236.2
899,2019-09-18,11,2663,242.0909091,14274,1297.636364,154007,14000.63636
900,2019-09-17,21,3606,171.7142857,14161,674.3333333,224875,10708.33333
901,2019-09-16,7,605,86.42857143,487,69.57142857,10556,1508
902,2019-09-15,9,1897,210.7777778,1951,216.7777778,39483,4387
903,2019-09-14,16,2085,130.3125,2776,173.5,49097,3068.5625
904,2019-09-13,6,1156,192.6666667,1846,307.6666667,28401,4733.5
905,2019-09-12,17,4832,284.2352941,7033,413.7058824,146880,8640
906,2019-09-11,11,4064,369.4545455,58849,5349.909091,400286,36389.63636
907,2019-09-10,14,1570,112.1428571,3019,215.6428571,70225,5016.071429
908,2019-09-09,22,6543,297.4090909,18890,858.6363636,229215,10418.86364
909,2019-09-08,2,472,236,354,177,11013,5506.5
910,2019-09-07,23,4600,200,38116,1657.217391,378352,16450.08696
911,2019-09-06,7,761,108.7142857,769,109.8571429,15983,2283.285714
912,2019-09-05,9,6553,728.1111111,19206,2134,283956,31550.66667
913,2019-09-04,5,1740,348,4635,927,74472,14894.4
914,2019-09-03,6,1556,259.3333333,1338,223,20606,3434.333333
915,2019-08-30,7,2937,419.5714286,53958,7708.285714,385264,55037.71429
916,2019-08-29,3,219,73,232,77.33333333,4854,1618
917,2019-08-28,10,3313,331.3,4862,486.2,101158,10115.8
918,2019-08-27,13,5927,455.9230769,17438,1341.384615,221432,17033.23077
919,2019-08-26,6,2128,354.6666667,5189,864.8333333,100356,16726
920,2019-08-25,1,73,73,38,38,1518,1518
921,2019-08-24,15,3433,228.8666667,6471,431.4,98046,6536.4
922,2019-08-23,1,136,136,268,268,15515,15515
923,2019-08-21,2,259,129.5,281,140.5,14604,7302
924,2019-08-20,16,5771,360.6875,7258,453.625,134862,8428.875
925,2019-08-19,3,3116,1038.666667,4610,1536.666667,98966,32988.66667
926,2019-08-18,19,14483,762.2631579,36136,1901.894737,518168,27272
927,2019-08-17,7,7988,1141.142857,15993,2284.714286,254140,36305.71429
928,2019-08-16,9,10521,1169,33686,3742.888889,415253,46139.22222
929,2019-08-15,13,4710,362.3076923,29822,2294,294196,22630.46154
930,2019-08-14,2,1973,986.5,19080,9540,191374,95687
931,2019-08-13,1,49,49,19,19,673,673
932,2019-08-11,6,1778,296.3333333,2824,470.6666667,35138,5856.333333
933,2019-08-10,6,3505,584.1666667,22021,3670.166667,153052,25508.66667
934,2019-08-09,27,4410,163.3333333,7681,284.4814815,140940,5220
935,2019-08-08,5,280,56,422,84.4,7573,1514.6
936,2019-08-07,8,4409,551.125,22990,2873.75,240839,30104.875
937,2019-08-06,7,941,134.4285714,1193,170.4285714,31216,4459.428571
938,2019-08-05,2,1168,584,3665,1832.5,69196,34598
939,2019-08-04,32,12464,389.5,98393,3074.78125,779265,24352.03125
940,2019-08-03,5,995,199,1922,384.4,46209,9241.8
941,2019-08-02,2,78,39,61,30.5,1527,763.5
942,2019-08-01,5,2852,570.4,47400,9480,281927,56385.4
943,2019-07-31,5,499,99.8,376,75.2,13712,2742.4
944,2019-07-30,1,242,242,205,205,2258,2258
945,2019-07-29,1,603,603,1761,1761,16552,16552
946,2019-07-28,21,5427,258.4285714,31212,1486.285714,275405,13114.52381
947,2019-07-27,14,4873,348.0714286,17913,1279.5,285966,20426.14286
948,2019-07-26,7,3571,510.1428571,15400,2200,182832,26118.85714
949,2019-07-25,9,2082,231.3333333,6021,669,114355,12706.11111
950,2019-07-24,3,376,125.3333333,1881,627,28697,9565.666667
951,2019-07-23,2,231,115.5,272,136,13031,6515.5
952,2019-07-22,23,13870,603.0434783,90379,3929.521739,817258,35532.95652
953,2019-07-21,6,7849,1308.166667,165149,27524.83333,708033,118005.5
954,2019-07-20,5,228,45.6,255,51,5220,1044
955,2019-07-19,5,2402,480.4,35625,7125,273168,54633.6
956,2019-07-18,15,1117,74.46666667,1436,95.73333333,35637,2375.8
957,2019-07-17,13,4809,369.9230769,78550,6042.307692,505804,38908
958,2019-07-16,15,4875,325,21600,1440,177638,11842.53333
959,2019-07-15,2,180,90,115,57.5,2727,1363.5
960,2019-07-14,3,3017,1005.666667,60287,20095.66667,390516,130172
961,2019-07-13,12,1522,126.8333333,2528,210.6666667,84304,7025.333333
962,2019-07-12,12,1862,155.1666667,3537,294.75,79859,6654.916667
963,2019-07-11,4,2164,541,5532,1383,67554,16888.5
964,2019-07-10,3,1762,587.3333333,10082,3360.666667,84787,28262.33333
965,2019-07-09,17,2178,128.1176471,3209,188.7647059,99641,5861.235294
966,2019-07-08,21,1960,93.33333333,3211,152.9047619,80886,3851.714286
967,2019-07-07,10,2292,229.2,5053,505.3,61060,6106
968,2019-07-06,6,1839,306.5,13025,2170.833333,141695,23615.83333
969,2019-07-04,2,980,490,4240,2120,55817,27908.5
970,2019-07-03,6,1343,223.8333333,3416,569.3333333,57240,9540
971,2019-07-02,7,2597,371,8851,1264.428571,114985,16426.42857
972,2019-07-01,3,1450,483.3333333,2066,688.6666667,35468,11822.66667
973,2019-06-30,2,277,138.5,400,200,10444,5222
974,2019-06-29,2,2185,1092.5,6003,3001.5,154626,77313
975,2019-06-28,14,21778,1555.571429,16980,1212.857143,395803,28271.64286
976,2019-06-27,6,1067,177.8333333,1304,217.3333333,23821,3970.166667
977,2019-06-26,19,1187,62.47368421,1165,61.31578947,28715,1511.315789
978,2019-06-25,22,2985,135.6818182,4379,199.0454545,91280,4149.090909
979,2019-06-24,27,4577,169.5185185,11414,422.7407407,165985,6147.592593
980,2019-06-23,9,9506,1056.222222,47628,5292,399378,44375.33333
981,2019-06-22,2,613,306.5,4026,2013,35127,17563.5
982,2019-06-21,8,947,118.375,1873,234.125,48651,6081.375
983,2019-06-20,9,6610,734.4444444,87365,9707.222222,610911,67879
984,2019-06-19,10,4176,417.6,3589,358.9,84490,8449
985,2019-06-18,5,2654,530.8,27806,5561.2,234293,46858.6
986,2019-06-17,7,451,64.42857143,373,53.28571429,9812,1401.714286
987,2019-06-16,5,1120,224,1474,294.8,32946,6589.2
988,2019-06-15,18,5834,324.1111111,51709,2872.722222,459313,25517.38889
989,2019-06-14,4,1524,381,2146,536.5,28734,7183.5
990,2019-06-13,8,2705,338.125,17512,2189,254381,31797.625
991,2019-06-12,4,2685,671.25,7049,1762.25,90714,22678.5
992,2019-06-11,3,744,248,4084,1361.333333,54245,18081.66667
993,2019-06-10,5,1461,292.2,3195,639,60670,12134
994,2019-06-09,2,113,56.5,80,40,2085,1042.5
995,2019-06-07,1,675,675,1388,1388,19218,19218
996,2019-06-05,1,80,80,43,43,763,763
997,2019-06-04,6,954,159,556,92.66666667,17690,2948.333333
998,2019-06-03,1,145,145,183,183,5229,5229
999,2019-06-02,1,135,135,115,115,4290,4290
1000,2019-06-01,4,1361,340.25,8504,2126,54512,13628
1001,2019-05-31,14,9036,645.4285714,35223,2515.928571,445660,31832.85714
1002,2019-05-30,9,967,107.4444444,1319,146.5555556,44410,4934.444444
1003,2019-05-29,4,906,226.5,1940,485,39313,9828.25
1004,2019-05-28,3,321,107,251,83.66666667,7733,2577.666667
1005,2019-05-27,9,761,84.55555556,978,108.6666667,16752,1861.333333
1006,2019-05-26,1,94,94,63,63,3089,3089
1007,2019-05-25,21,6780,322.8571429,34203,1628.714286,385469,18355.66667
1008,2019-05-24,29,7286,251.2413793,24492,844.5517241,310082,10692.48276
1009,2019-05-23,28,2165,77.32142857,3437,122.75,67100,2396.428571
1010,2019-05-22,6,6085,1014.166667,16523,2753.833333,166751,27791.83333
1011,2019-05-21,6,712,118.6666667,738,123,28233,4705.5
1012,2019-05-19,16,5964,372.75,13514,844.625,219059,13691.1875
1013,2019-05-18,6,3821,636.8333333,17533,2922.166667,188171,31361.83333
1014,2019-05-17,6,6431,1071.833333,152126,25354.33333,891966,148661
1015,2019-05-16,8,2580,322.5,8741,1092.625,112578,14072.25
1016,2019-05-15,4,497,124.25,758,189.5,17358,4339.5
1017,2019-05-14,4,589,147.25,716,179,21915,5478.75
1018,2019-05-13,5,1343,268.6,5363,1072.6,89333,17866.6
1019,2019-05-12,11,3548,322.5454545,12647,1149.727273,185785,16889.54545
1020,2019-05-11,3,638,212.6666667,1485,495,27412,9137.333333
1021,2019-05-10,15,7166,477.7333333,29974,1998.266667,477321,31821.4
1022,2019-05-09,17,4892,287.7647059,30275,1780.882353,317180,18657.64706
1023,2019-05-08,6,1496,249.3333333,1470,245,31375,5229.166667
1024,2019-05-07,10,2718,271.8,4219,421.9,90587,9058.7
1025,2019-05-06,8,2243,280.375,7950,993.75,138146,17268.25
1026,2019-05-05,11,2073,188.4545455,3099,281.7272727,58999,5363.545455
1027,2019-05-04,7,2126,303.7142857,4468,638.2857143,92636,13233.71429
1028,2019-05-03,7,6379,911.2857143,21412,3058.857143,312740,44677.14286
1029,2019-05-01,2,541,270.5,297,148.5,16485,8242.5
1030,2019-04-30,9,13173,1463.666667,22374,2486,263370,29263.33333
1031,2019-04-29,26,9797,376.8076923,70022,2693.153846,589983,22691.65385
1032,2019-04-28,5,657,131.4,1462,292.4,38921,7784.2
1033,2019-04-27,8,653,81.625,574,71.75,20071,2508.875
1034,2019-04-26,6,1115,185.8333333,1375,229.1666667,30902,5150.333333
1035,2019-04-25,7,3372,481.7142857,4717,673.8571429,103149,14735.57143
1036,2019-04-24,16,7858,491.125,25347,1584.1875,361878,22617.375
1037,2019-04-23,41,18943,462.0243902,47903,1168.365854,668429,16303.14634
1038,2019-04-22,4,4601,1150.25,36253,9063.25,316106,79026.5
1039,2019-04-21,8,10039,1254.875,71610,8951.25,535086,66885.75
1040,2019-04-20,6,3919,653.1666667,16942,2823.666667,176361,29393.5
1041,2019-04-19,30,20946,698.2,121094,4036.466667,1201540,40051.33333
1042,2019-04-18,2,144,72,61,30.5,2583,1291.5
1043,2019-04-17,2,1053,526.5,7366,3683,75892,37946
1044,2019-04-16,7,618,88.28571429,660,94.28571429,17852,2550.285714
1045,2019-04-15,9,3443,382.5555556,10055,1117.222222,142320,15813.33333
1046,2019-04-14,33,7512,227.6363636,29448,892.3636364,428233,12976.75758
1047,2019-04-13,19,6015,316.5789474,9115,479.7368421,128918,6785.157895
1048,2019-04-12,18,3926,218.1111111,9307,517.0555556,173162,9620.111111
1049,2019-04-11,5,3626,725.2,22811,4562.2,207909,41581.8
1050,2019-04-10,11,2653,241.1818182,5409,491.7272727,91090,8280.909091
1051,2019-04-09,5,1201,240.2,3486,697.2,41878,8375.6
1052,2019-04-08,8,1514,189.25,5993,749.125,65234,8154.25
1053,2019-04-07,9,2018,224.2222222,6893,765.8888889,120489,13387.66667
1054,2019-04-06,14,3863,275.9285714,18692,1335.142857,187505,13393.21429
1055,2019-04-05,22,4921,223.6818182,41888,1904,265325,12060.22727
1056,2019-04-04,8,1169,146.125,2993,374.125,40100,5012.5
1057,2019-04-03,10,2543,254.3,4928,492.8,81556,8155.6
1058,2019-04-02,8,4717,589.625,23648,2956,232236,29029.5
1059,2019-04-01,16,3222,201.375,10891,680.6875,145684,9105.25
1060,2019-03-31,5,1040,208,2377,475.4,44966,8993.2
1061,2019-03-30,30,15101,503.3666667,69330,2311,821990,27399.66667
1062,2019-03-29,7,1292,184.5714286,1642,234.5714286,25451,3635.857143
1063,2019-03-28,2,437,218.5,273,136.5,12771,6385.5
1064,2019-03-27,3,351,117,364,121.3333333,14543,4847.666667
1065,2019-03-26,11,4032,366.5454545,7431,675.5454545,124534,11321.27273
1066,2019-03-25,2,1191,595.5,3932,1966,35122,17561
1067,2019-03-24,6,2197,366.1666667,2275,379.1666667,62631,10438.5
1068,2019-03-22,11,1902,172.9090909,3077,279.7272727,43072,3915.636364
1069,2019-03-21,8,1022,127.75,986,123.25,18075,2259.375
1070,2019-03-20,1,69,69,43,43,1121,1121
1071,2019-03-17,19,5067,266.6842105,13412,705.8947368,195981,10314.78947
1072,2019-03-16,14,6171,440.7857143,9522,680.1428571,169962,12140.14286
1073,2019-03-15,7,1950,278.5714286,3238,462.5714286,63548,9078.285714
1074,2019-03-14,7,5054,722,34195,4885,273330,39047.14286
1075,2019-03-13,3,278,92.66666667,197,65.66666667,9732,3244
1076,2019-03-12,18,3727,207.0555556,4502,250.1111111,85102,4727.888889
1077,2019-03-11,7,603,86.14285714,748,106.8571429,30693,4384.714286
1078,2019-03-09,9,2059,228.7777778,11423,1269.222222,186772,20752.44444
1079,2019-03-08,9,2374,263.7777778,6779,753.2222222,123095,13677.22222
1080,2019-03-07,14,5530,395,45419,3244.214286,398330,28452.14286
1081,2019-03-06,3,10631,3543.666667,105500,35166.66667,859733,286577.6667
1082,2019-03-05,4,969,242.25,4292,1073,106433,26608.25
1083,2019-03-04,2,363,181.5,409,204.5,14987,7493.5
1084,2019-03-03,28,12936,462,44284,1581.571429,544241,19437.17857
1085,2019-03-02,19,6376,335.5789474,29654,1560.736842,339648,17876.21053
1086,2019-03-01,11,6117,556.0909091,16171,1470.090909,216533,19684.81818
1087,2019-02-28,5,851,170.2,1718,343.6,48672,9734.4
1088,2019-02-27,11,11562,1051.090909,40763,3705.727273,547459,49769
1089,2019-02-26,11,3822,347.4545455,43923,3993,382995,34817.72727
1090,2019-02-25,3,3517,1172.333333,33283,11094.33333,338823,112941
1091,2019-02-23,2,1922,961,22555,11277.5,213165,106582.5
1092,2019-02-22,14,4537,324.0714286,51268,3662,402441,28745.78571
1093,2019-02-21,24,2662,110.9166667,4807,200.2916667,82859,3452.458333
1094,2019-02-20,4,8461,2115.25,27232,6808,382929,95732.25
1095,2019-02-19,1,382,382,564,564,23489,23489
1096,2019-02-18,2,2412,1206,12219,6109.5,120980,60490
1097,2019-02-17,5,1144,228.8,1631,326.2,59906,11981.2
1098,2019-02-16,4,2859,714.75,11243,2810.75,178124,44531
1099,2019-02-15,2,2205,1102.5,14119,7059.5,223571,111785.5
1100,2019-02-14,9,2604,289.3333333,5762,640.2222222,116053,12894.77778
1101,2019-02-13,7,3575,510.7142857,22007,3143.857143,167148,23878.28571
1102,2019-02-12,2,1437,718.5,4475,2237.5,70003,35001.5
1103,2019-02-11,20,2876,143.8,9549,477.45,147795,7389.75
1104,2019-02-10,1,138,138,179,179,5254,5254
1105,2019-02-09,5,5988,1197.6,64241,12848.2,435193,87038.6
1106,2019-02-08,5,2134,426.8,22615,4523,186125,37225
1107,2019-02-07,9,4886,542.8888889,19519,2168.777778,276202,30689.11111
1108,2019-02-06,5,826,165.2,1385,277,19862,3972.4
1109,2019-02-05,2,1110,555,1452,726,62505,31252.5
1110,2019-02-04,7,7462,1066,48033,6861.857143,399390,57055.71429
1111,2019-02-03,7,4980,711.4285714,41738,5962.571429,344397,49199.57143
1112,2019-02-02,9,6255,695,58097,6455.222222,452059,50228.77778
1113,2019-02-01,19,7084,372.8421053,27145,1428.684211,242434,12759.68421
1114,2019-01-31,12,3188,265.6666667,10297,858.0833333,145108,12092.33333
1115,2019-01-30,6,8108,1351.333333,81681,13613.5,377565,62927.5
1116,2019-01-29,1,51,51,20,20,882,882
1117,2019-01-28,5,4686,937.2,36009,7201.8,327550,65510
1118,2019-01-27,10,23171,2317.1,141074,14107.4,1045016,104501.6
1119,2019-01-26,1,44,44,78,78,1032,1032
1120,2019-01-25,17,6593,387.8235294,15804,929.6470588,261039,15355.23529
1121,2019-01-23,4,876,219,1170,292.5,20493,5123.25
1122,2019-01-22,7,3071,438.7142857,7086,1012.285714,123980,17711.42857
1123,2019-01-21,5,3872,774.4,17415,3483,200420,40084
1124,2019-01-19,4,1109,277.25,1997,499.25,50089,12522.25
1125,2019-01-18,1,100,100,101,101,5482,5482
1126,2019-01-17,7,3186,455.1428571,3327,475.2857143,67494,9642
1127,2019-01-16,5,819,163.8,1782,356.4,37490,7498
1128,2019-01-15,1,2034,2034,28542,28542,318056,318056
1129,2019-01-14,2,2448,1224,5505,2752.5,114218,57109
1130,2019-01-13,5,1930,386,7843,1568.6,132079,26415.8
1131,2019-01-12,1,65,65,20,20,728,728
1132,2019-01-11,12,8724,727,32842,2736.833333,294010,24500.83333
1133,2019-01-10,5,1106,221.2,3219,643.8,39442,7888.4
1134,2019-01-09,14,8363,597.3571429,28089,2006.357143,246467,17604.78571
1135,2019-01-08,2,2238,1119,6549,3274.5,106837,53418.5
1136,2019-01-07,8,9983,1247.875,37024,4628,420017,52502.125
1137,2019-01-06,4,2669,667.25,13993,3498.25,155458,38864.5
1138,2019-01-05,17,6940,408.2352941,22769,1339.352941,236944,13937.88235
1139,2019-01-04,11,8777,797.9090909,20445,1858.636364,181103,16463.90909
1140,2019-01-03,15,10209,680.6,167917,11194.46667,826240,55082.66667
1141,2019-01-01,4,6925,1731.25,30987,7746.75,254488,63622
1142,2018-12-31,3,4969,1656.333333,14558,4852.666667,158100,52700
1143,2018-12-30,2,405,202.5,1102,551,17406,8703
1144,2018-12-28,2,1059,529.5,2197,1098.5,36900,18450
1145,2018-12-27,13,503,38.69230769,965,74.23076923,18534,1425.692308
1146,2018-12-26,13,4902,377.0769231,9519,732.2307692,98118,7547.538462
1147,2018-12-25,6,4907,817.8333333,16016,2669.333333,203787,33964.5
1148,2018-12-24,12,2871,239.25,9092,757.6666667,139458,11621.5
1149,2018-12-23,11,9141,831,62784,5707.636364,476321,43301.90909
1150,2018-12-22,24,2476,103.1666667,5075,211.4583333,84681,3528.375
1151,2018-12-21,7,8016,1145.142857,46788,6684,265066,37866.57143
1152,2018-12-20,8,2013,251.625,3722,465.25,67475,8434.375
1153,2018-12-19,28,10788,385.2857143,31072,1109.714286,372549,13305.32143
1154,2018-12-18,8,2159,269.875,6111,763.875,81167,10145.875
1155,2018-12-17,1,194,194,333,333,8052,8052
1156,2018-12-16,4,1918,479.5,6396,1599,100123,25030.75
1157,2018-12-15,6,2144,357.3333333,11378,1896.333333,123693,20615.5
1158,2018-12-14,5,6549,1309.8,65717,13143.4,319587,63917.4
1159,2018-12-13,1,322,322,443,443,9519,9519
1160,2018-12-12,1,212,212,306,306,16295,16295
1161,2018-12-11,16,5938,371.125,15904,994,203454,12715.875
1162,2018-12-09,16,5256,328.5,16717,1044.8125,204128,12758
1163,2018-12-08,1,118,118,151,151,2751,2751
1164,2018-12-07,1,1285,1285,5752,5752,60540,60540
1165,2018-12-05,7,8043,1149,38520,5502.857143,281213,40173.28571
1166,2018-12-04,1,64,64,25,25,843,843
1167,2018-12-03,4,2192,548,5031,1257.75,76548,19137
1168,2018-12-02,4,1586,396.5,3002,750.5,64370,16092.5
1169,2018-12-01,17,1845,108.5294118,18118,1065.764706,167926,9878
1170,2018-11-30,5,426,85.2,995,199,11261,2252.2
1171,2018-11-29,12,4933,411.0833333,10824,902,167135,13927.91667
1172,2018-11-28,2,1043,521.5,2185,1092.5,33170,16585
1173,2018-11-27,4,2104,526,5837,1459.25,63125,15781.25
1174,2018-11-26,15,20423,1361.533333,52286,3485.733333,454281,30285.4
1175,2018-11-25,1,74,74,59,59,893,893
1176,2018-11-23,1,2067,2067,3633,3633,29318,29318
1177,2018-11-22,1,721,721,448,448,19294,19294
1178,2018-11-21,8,1968,246,4451,556.375,62073,7759.125
1179,2018-11-20,6,3255,542.5,5009,834.8333333,69434,11572.33333
1180,2018-11-19,20,2695,134.75,6041,302.05,92584,4629.2
1181,2018-11-17,10,6256,625.6,26813,2681.3,272680,27268
1182,2018-11-16,3,1410,470,3674,1224.666667,29837,9945.666667
1183,2018-11-15,17,8239,484.6470588,23338,1372.823529,264328,15548.70588
1184,2018-11-14,8,1667,208.375,5174,646.75,79280,9910
1185,2018-11-12,2,1789,894.5,78144,39072,437308,218654
1186,2018-11-11,2,1215,607.5,5127,2563.5,52861,26430.5
1187,2018-11-10,7,6586,940.8571429,64111,9158.714286,364118,52016.85714
1188,2018-11-09,6,21768,3628,2391,398.5,66743,11123.83333
1189,2018-11-08,1,360,360,536,536,17717,17717
1190,2018-11-07,7,6588,941.1428571,7753,1107.571429,182924,26132
1191,2018-11-06,10,10082,1008.2,42505,4250.5,433972,43397.2
1192,2018-11-03,24,11110,462.9166667,49583,2065.958333,523002,21791.75
1193,2018-11-02,13,2054,158,10488,806.7692308,99125,7625
1194,2018-11-01,11,3500,318.1818182,11930,1084.545455,140754,12795.81818
1195,2018-10-31,3,1277,425.6666667,6127,2042.333333,81993,27331
1196,2018-10-29,3,4594,1531.333333,9493,3164.333333,155209,51736.33333
1197,2018-10-27,27,6369,235.8888889,18574,687.9259259,243523,9019.37037
1198,2018-10-26,17,9580,563.5294118,44258,2603.411765,353704,20806.11765
1199,2018-10-25,20,61214,3060.7,181180,9059,1214440,60722
1200,2018-10-23,9,5288,587.5555556,21340,2371.111111,293354,32594.88889
1201,2018-10-22,18,18304,1016.888889,166676,9259.777778,756549,42030.5
1202,2018-10-21,7,5373,767.5714286,44810,6401.428571,233972,33424.57143
1203,2018-10-20,9,1741,193.4444444,10423,1158.111111,128367,14263
1204,2018-10-19,7,18967,2709.571429,375183,53597.57143,1313245,187606.4286
1205,2018-10-18,12,7184,598.6666667,14057,1171.416667,178464,14872
1206,2018-10-17,7,2916,416.5714286,3765,537.8571429,72406,10343.71429
1207,2018-10-16,7,805,115,2605,372.1428571,28303,4043.285714
1208,2018-10-15,8,4168,521,12933,1616.625,167906,20988.25
1209,2018-10-14,8,14710,1838.75,94728,11841,407035,50879.375
