Date, Open, High, Low, Close, Volume
4/25/2018,56.7,57.032,55.45,56.138,20067869.7
4/24/2018,57,57.418,55.692,56.692,28426539.57
4/23/2018,58.258,58.324,56.466,56.674,24466889.63
4/20/2018,59.034,59.996,57.95,58.048,28139639.58
4/19/2018,58.216,60.202,57.71,60.016,30452994.54
4/18/2018,58.216,60.048,57.632,58.67,32788499.51
4/17/2018,57.774,58.434,56.502,57.538,35000114.47
4/16/2018,59.8,59.932,57.802,58.242,31692439.52
4/13/2018,60.72,60.79,59.196,60.068,36636119.45
4/12/2018,60.464,60.79,58.736,58.816,38043844.43
4/11/2018,60.148,61.796,59.932,60.186,37414724.44
4/10/2018,59.794,61.42,58.736,60.94,55121299.17
4/9/2018,60.074,61.9,57.842,57.932,51249049.23
4/6/2018,60.2,61.856,59.1,59.86,67601448.99
4/5/2018,57.868,61.252,57.64,61.144,95605498.57
4/4/2018,50.556,57.674,50.4,57.388,99483748.51
4/3/2018,53.964,54.67,50.898,53.506,94221903.59
4/2/2018,51.252,52.0664,48.918,50.496,80569848.79
3/29/2018,51.298,54.192,49.642,53.226,75853753.86
3/28/2018,52.916,53.736,50.42,51.556,105007193.4
3/27/2018,60.8,60.854,55.436,55.836,69360153.96
3/26/2018,61.468,61.518,58.272,60.836,41875879.37
3/23/2018,62.25,62.322,60.09,60.308,33274494.5
3/22/2018,62.778,63.764,61.636,61.82,24698854.63
3/21/2018,62.05,64.488,62.038,63.306,29792054.55
3/20/2018,62.974,63.25,61.752,62.11,23821464.64
3/19/2018,63.3,64.15,61.934,62.712,37421464.44
3/16/2018,65.192,65.48,63.814,64.27,30586394.54
3/15/2018,65.876,66.57,64.22,65.12,32824004.51
3/14/2018,67.352,67.962,64.786,65.326,39836849.4
3/13/2018,68.984,69.024,67.2527,68.368,29829024.55
3/12/2018,65.722,69.442,65.3,69.102,41320174.38
3/9/2018,64.82,65.698,64.474,65.434,27533819.59
3/8/2018,66.572,66.66,65.2548,65.82,17831219.73
3/7/2018,65.088,66.5,64.348,66.46,25036484.62
3/6/2018,66.75,67.274,65.406,65.64,21428719.68
3/5/2018,66.478,67.55,65.8586,66.67,19118844.71
3/2/2018,65.396,67.044,64.594,67.024,25464144.62
3/1/2018,69.002,69.734,66.014,66.186,34428004.48
2/28/2018,70.514,71.048,68.444,68.612,30348289.54
2/27/2018,71.25,71.998,70.002,70.198,23987094.64
2/26/2018,70.7,71.8,70.471,71.484,21699924.67
2/23/2018,69.566,70.998,69.42,70.41,29086934.56
2/22/2018,67.106,69.488,66.95,69.234,34849039.48
2/21/2018,67.206,67.9386,66.634,66.66,16098244.76
2/20/2018,66.894,68.168,66.3,66.954,20047174.7
2/16/2018,66.5,68.624,66.328,67.098,28213184.58
2/15/2018,64.9,66.824,64.48,66.813,29564584.56
2/14/2018,64.168,65.234,63.704,64.462,19753714.7
2/13/2018,63.004,64.838,62.5021,64.732,22801154.66
2/12/2018,63.226,63.616,61.25,63.146,31139109.53
2/9/2018,63.986,64.1969,58.952,62.084,64668599.03
2/8/2018,68.662,69.724,62.92,63.046,51572849.23
2/7/2018,67.798,69.2,67.132,69,34846194.48
2/6/2018,65.042,67.244,64.7,66.794,25442189.62
2/5/2018,67.594,68.894,66.6,66.626,22320734.67
2/2/2018,69.688,70.39,68.102,68.75,18524179.72
2/1/2018,70.2,71.932,69.726,69.85,20988434.69
1/31/2018,69.502,71.238,69.038,70.862,31070344.53
1/30/2018,69.028,69.654,68.434,69.164,23588499.65
1/29/2018,67.97,70.17,67.656,69.906,23735744.64
1/26/2018,68.3,68.8,67.142,68.57,22696779.66
1/25/2018,69.654,69.84,67.28,67.528,33701519.49
1/24/2018,70.916,70.95,68.704,69.178,26437389.6
1/23/2018,72,72.1,70.2,70.558,27327069.59
1/22/2018,69.88,71.566,69.84,70.312,31051799.53
1/19/2018,69,70.118,68.52,70.004,24441514.63
1/18/2018,69.134,70.46,68.748,68.914,28429224.57
1/17/2018,68.094,69.8,67.95,69.432,35517524.47
1/16/2018,67.508,69,66.96,68.012,32371254.51
1/12/2018,67.726,68.082,66.734,67.244,24125294.64
1/11/2018,67.048,68.962,66.652,67.59,33227419.5
1/10/2018,66.44,67.4,66,66.96,21549629.68
1/9/2018,67.032,67.76,65.481,66.738,35733154.46
1/8/2018,63.2,67.404,63.1,67.282,49297174.26
1/5/2018,63.324,63.448,62.4,63.316,22955899.66
1/4/2018,62.574,63.71,61.136,62.924,49731519.25
1/3/2018,64.2,65.05,63.11,63.45,22607634.66
1/2/2018,62.4,64.422,62.2,64.106,21761204.67
12/29/2017,63.236,63.282,62,62.27,18885774.72
12/28/2017,62.35,63.164,61.908,63.072,21581734.68
12/27/2017,63.2,63.536,62.15,62.328,23560554.65
12/26/2017,64.766,64.788,63.316,63.458,21892064.67
12/22/2017,65.902,66.1843,64.964,65.04,21079034.68
12/21/2017,65.918,66.748,65.442,66.332,21926109.67
12/20/2017,66.538,66.62,65.008,65.796,29768999.55
12/19/2017,68.052,68.2985,66.06,66.22,34124859.49
12/18/2017,68.98,69.346,67.516,67.774,27380829.59
12/15/2017,68.408,68.78,67.152,68.69,34665999.48
12/14/2017,68.202,69.488,67.38,67.578,28999579.57
12/13/2017,68.186,68.844,67.3,67.806,31107304.53
12/12/2017,66.09,68.288,66.006,68.206,43665994.35
12/11/2017,62.926,65.802,62.75,65.782,39689904.4
12/8/2017,62.92,63.396,62.252,63.026,17342289.74
12/7/2017,62.4,63.7268,62.21,62.248,23902984.64
12/6/2017,60.02,62.678,60,62.652,35976704.46
12/5/2017,60.4,61.6,60.2,60.74,23232599.65
12/4/2017,61.3,61.653,60.122,61.04,29175699.56
12/1/2017,61.088,62.064,61.01,61.306,21464339.68
11/30/2017,61.712,62.14,60.908,61.77,21757934.67
11/29/2017,63.46,63.6,60.246,61.508,43836989.34
11/28/2017,63.272,64,62.784,63.51,24747454.63
11/27/2017,62.65,63.468,61.902,63.362,22779469.66
11/24/2017,62.758,63.282,62.2,63.11,16220324.76
11/22/2017,63.354,63.484,62.368,62.52,24588179.63
11/21/2017,62.172,63.646,61.742,63.562,36306364.46
11/20/2017,62.758,63.1,60.95,61.748,41238244.38
11/17/2017,65.134,65.334,62.63,63.01,68675693.97
11/16/2017,62.798,63.628,62.26,62.5,29110364.56
11/15/2017,61.202,62.498,60.3,62.26,29893324.55
11/14/2017,63,63.27,61.38,61.74,28380379.57
11/13/2017,60.026,63.36,59.822,63.08,37924719.43
11/10/2017,60.5,61.672,60.37,60.598,23127144.65
11/9/2017,60.5,60.892,59.26,60.598,27235734.59
11/8/2017,61.1,61.378,60.26,60.878,23626354.65
11/7/2017,60.204,61.3,60.006,61.21,26471369.6
11/6/2017,61.4,61.5,59.802,60.556,32430044.51
11/3/2017,59.9,61.25,59.026,61.218,44469869.33
11/2/2017,60.026,61.738,58.526,59.852,98957098.52
11/1/2017,66.45,66.5218,64.052,64.216,42286679.37
10/31/2017,64.046,66.39,64.036,66.306,28361734.57
10/30/2017,63.836,64.756,63.45,64.016,21271889.68
10/27/2017,63.95,64.918,63.332,64.174,34898519.48
10/26/2017,65.556,66.046,64.64,65.234,25117499.62
10/25/2017,67.34,67.5,64.712,65.168,42970364.36
10/24/2017,67.76,68.56,67.232,67.468,22458359.66
10/23/2017,69.976,69.99,67.25,67.404,28736729.57
10/20/2017,70.538,70.91,68.868,69.02,24651974.63
10/19/2017,71.112,71.4293,69.64,70.362,25309214.62
10/18/2017,71.194,72.6,70.826,71.93,24695369.63
10/17/2017,70.182,71.244,70.014,71.15,16466724.75
10/16/2017,70.752,70.896,69.432,70.12,26877429.6
10/13/2017,71.396,71.698,70.736,71.114,17702664.73
10/12/2017,70.59,71.956,70.528,71.136,20435239.69
10/11/2017,70.778,71.52,70.23,70.92,22504154.66
10/10/2017,69.36,71.126,69.1061,71.118,34892479.48
10/9/2017,69.93,70.35,68.534,68.588,37468264.44
10/6/2017,70.62,72.0198,70.45,71.376,21487369.68
10/5/2017,71.2,71.487,70.27,71.066,20858374.69
10/4/2017,70.25,71.724,69.92,71.002,40817714.39
10/3/2017,67.18,69.71,66.256,69.628,50767999.24
10/2/2017,68.504,68.74,67.102,68.306,26433869.6
9/29/2017,68.372,68.936,67.7202,68.22,25535409.62
9/28/2017,67.976,68.55,67.08,67.92,26598084.6
9/27/2017,69.98,70.2978,68.1,68.194,30301649.55
9/26/2017,70.186,70.248,68.18,69.05,35781364.46
9/25/2017,70.63,71.4938,68.576,68.998,38029724.43
9/22/2017,73.298,73.98,70.176,70.218,40797084.39
9/21/2017,74.98,75.366,72.902,73.296,23090949.65
9/20/2017,74.6,75.6498,74.214,74.782,24595259.63
9/19/2017,76,76.478,74.714,75.02,32259429.52
9/18/2017,76.05,77.922,75.536,77,35939899.46
9/15/2017,74.902,76,74.54,75.962,27102479.59
9/14/2017,72.866,75.592,72.526,75.528,36012619.46
9/13/2017,72.764,73.614,71.918,73.246,20926154.69
9/12/2017,72.898,73.752,72.08,72.55,29864534.55
9/11/2017,70.27,72.742,70,72.738,38335279.42
9/8/2017,69.798,69.956,68.46,68.68,16317539.76
9/7/2017,69.196,70.496,68.69,70.122,21196064.68
9/6/2017,69.9,70.1958,68.312,68.906,20456754.69
9/5/2017,70.76,71.098,69.178,69.918,19241909.71
9/1/2017,71.224,71.518,70.738,71.08,15247729.77
8/31/2017,70.71,71.688,70.564,71.18,20363974.69
8/30/2017,69.934,70.694,69.4,70.636,17064714.74
8/29/2017,67.896,69.81,67.75,69.472,20368374.69
8/28/2017,69.456,69.47,67.944,69.132,18819779.72
8/25/2017,70.848,71.138,69.46,69.61,17419779.74
8/24/2017,70.504,71.332,69.948,70.586,22923434.66
8/23/2017,67.798,70.698,67.6608,70.554,24772519.63
8/22/2017,68.226,68.448,67.4745,68.27,21609829.68
8/21/2017,69.164,69.164,66.37,67.572,32477119.51
8/18/2017,70.582,70.8,69.16,69.492,27040914.59
8/17/2017,72.242,72.66,70.318,70.384,25138299.62
8/16/2017,72.6,73.3,72.504,72.582,17068864.74
8/15/2017,73.04,73.098,71.874,72.466,15425439.77
8/14/2017,72.926,73.532,72.52,72.76,22595929.66
8/11/2017,71.394,72.252,70.724,71.574,21828914.67
8/10/2017,72.32,73.3301,70.932,71.08,35464284.47
8/9/2017,72.2,74,71.79,72.706,34460479.48
8/8/2017,71.506,73.716,71.48,73.044,37249184.44
8/7/2017,71.47,71.896,70.55,71.034,31622399.53
8/4/2017,69.4,71.454,68.66,71.382,46344544.3
8/3/2017,69.066,70,68.63,69.418,67675153.98
8/2/2017,63.788,65.424,62.244,65.178,65457299.02
8/1/2017,64.6,64.89,63.226,63.914,41515509.38
7/31/2017,67.1,68.298,64.208,64.694,42675679.36
7/28/2017,67.378,67.92,66.502,67.014,24402069.63
7/27/2017,69.2,69.5,65.258,66.892,41512024.38
7/26/2017,68.072,69.1,67.624,68.77,24103949.64
7/25/2017,69,69.12,66.83,67.92,34945984.48
7/24/2017,66.048,68.6798,66.002,68.504,43185409.35
7/21/2017,65.892,66.2515,65.16,65.68,24508029.63
7/20/2017,65.38,66.044,64.84,65.984,25830939.61
7/19/2017,65.646,66.33,64.6439,65.052,31785069.52
7/18/2017,63.5,65.826,63.132,65.648,31868599.52
7/17/2017,65.108,65.42,62.69,63.914,49384559.26
7/14/2017,64.638,65.684,64.244,65.556,28126054.58
7/13/2017,66.022,66.32,63.994,64.682,42972329.36
7/12/2017,66.08,66.62,64.9,65.904,51730649.22
7/11/2017,63.2,65.456,62.86,65.444,57796999.13
7/10/2017,62.58,63.588,60.626,63.21,69104448.96
7/7/2017,62.7,63.4,61.476,62.644,70884598.94
7/6/2017,63.452,64.158,61.26,61.766,96622498.55
7/5/2017,69.44,69.448,65.266,65.418,85233493.72
7/3/2017,74.048,74.27,70.3,70.524,31527004.53
6/30/2017,72.742,73.3535,71.9237,72.322,29242604.56
6/29/2017,74.122,74.2,70.82,72.15,41105184.38
6/28/2017,73.336,74.348,72.504,74.248,31512314.53
6/27/2017,75.28,75.28,72.404,72.474,34981994.48
6/26/2017,77.338,77.39,74.62,75.498,33020494.5
6/23/2017,76.49,77.398,75.869,76.69,32228789.52
6/22/2017,75.598,77,74.714,76.522,37648884.44
6/21/2017,74.87,75.398,73.604,75.28,24616049.63
6/20/2017,75.334,75.776,73.946,74.448,37193504.44
6/19/2017,75,75.34,73.56,73.96,32746659.51
6/16/2017,75.595,75.602,74.02,74.28,33654864.5
6/15/2017,74.5,75.092,73.298,75.068,52132349.22
6/14/2017,76.217,76.85,75.262,76.132,64092149.04
6/13/2017,73.524,75.2,73.322,75.19,59039599.11
6/12/2017,71.598,72.9,70.124,71.802,52588299.21
6/9/2017,74.884,75.374,70.96,71.464,86307193.71
6/8/2017,72.75,74.38,72.044,74,45307479.32
6/7/2017,71.268,72.1,71.028,71.93,46989794.3
6/6/2017,68.94,71.8986,67.994,70.57,55433999.17
6/5/2017,67.7,69.688,66.842,69.464,33921839.49
6/2/2017,67.954,68.576,67.186,67.97,27951194.58
6/1/2017,68.8,68.976,67.458,68.074,38039979.43
5/31/2017,67.538,68.578,67.032,68.202,49817219.25
5/30/2017,65.2,67.256,65.152,67.02,38914579.42
5/26/2017,63.456,65.098,63.262,65.028,39010999.41
5/25/2017,62.204,63.394,61.562,63.366,25069814.62
5/24/2017,61.302,62.2,61.08,62.044,25208459.62
5/23/2017,62.092,62.146,60.696,60.772,21591769.68
5/22/2017,62.56,62.874,61.36,62.07,21645889.68
5/19/2017,63.1,63.3,62.04,62.166,23437859.65
5/18/2017,61.4,62.788,61.062,62.612,28269004.58
5/17/2017,62.878,62.926,61.1,61.222,33559699.5
5/16/2017,63.518,64.012,63.028,63.402,20762419.69
5/15/2017,63.676,64.04,62.506,63.176,38110019.43
5/12/2017,65.096,65.4,64.306,64.962,20608059.69
5/11/2017,64.68,65.2,63.92,64.62,23769094.64
5/10/2017,64.312,65.1,63.624,65.044,28708034.57
5/9/2017,61.876,64.398,61.82,64.252,48382684.27
5/8/2017,62.18,62.758,61.164,61.438,35032359.47
5/5/2017,59.6,61.71,59.36,61.67,40886739.39
5/4/2017,61.487,61.554,58.152,59.092,70760048.94
5/3/2017,63.534,64.306,62.09,62.204,35666824.46
5/2/2017,64.8,65.532,63.312,63.778,26913884.6
5/1/2017,62.976,65.45,62.962,64.566,44147824.34
4/28/2017,61.966,62.96,61.6,62.814,22527389.66
4/27/2017,62.338,62.618,61.5,61.726,17342844.74
4/26/2017,62.474,62.9,61.8,62.034,23475219.65
4/25/2017,61.6,62.796,61.172,62.758,33688539.49
4/24/2017,61.844,62.11,61.2043,61.606,25417524.62
4/21/2017,60.4,61.28,60.084,61.12,22548779.66
4/20/2017,61.302,61.83,60.046,60.502,30746759.54
4/19/2017,60.492,61.324,60.422,61.104,19490119.71
4/18/2017,59.94,60.168,59.58,60.05,15178489.77
4/17/2017,60.54,60.8,59.736,60.288,20693679.69
4/13/2017,59.34,61.478,59.06,60.8,46423169.3
4/12/2017,61.268,61.6896,59.264,59.368,30253409.55
4/11/2017,62.676,62.694,61.1,61.742,28622884.57
4/10/2017,61.83,62.746,61.742,62.478,38322289.43
4/7/2017,59.5,60.538,59.43,60.508,22898064.66
4/6/2017,59.376,60.388,58.82,59.74,27602939.59
4/5/2017,60.408,60.976,58.84,59,39404689.41
4/4/2017,59.378,60.962,58.906,60.74,50672799.24
4/3/2017,57.38,59.8,56.916,59.704,69443093.96
