Date,Price,Open,High,Low,Change %
8-Feb-22,"367,500.00","367,500.00","370,000.00","365,000.00",0
7-Feb-22,"367,500.00","367,500.00","370,000.00","365,000.00",0.0138
28-Jan-22,"362,500.00","362,500.00","365,000.00","360,000.00",0.0284
27-Jan-22,"352,500.00","352,500.00","355,000.00","350,000.00",0
26-Jan-22,"352,500.00","352,500.00","355,000.00","350,000.00",0
25-Jan-22,"352,500.00","352,500.00","355,000.00","350,000.00",0
24-Jan-22,"352,500.00","352,500.00","353,000.00","348,000.00",0.0292
21-Jan-22,"342,500.00","342,500.00","345,000.00","340,000.00",0.027
20-Jan-22,"333,500.00","333,500.00","336,000.00","331,000.00",0.0246
19-Jan-22,"325,500.00","325,500.00","328,000.00","323,000.00",0.0252
18-Jan-22,"317,500.00","317,500.00","320,000.00","315,000.00",0.016
17-Jan-22,"312,500.00","312,500.00","315,000.00","310,000.00",0
14-Jan-22,"312,500.00","312,500.00","315,000.00","310,000.00",0
13-Jan-22,"312,500.00","312,500.00","315,000.00","310,000.00",0.0196
12-Jan-22,"306,500.00","306,500.00","309,000.00","304,000.00",0.0268
11-Jan-22,"298,500.00","298,500.00","301,000.00","296,000.00",0.0275
10-Jan-22,"290,500.00","290,500.00","293,000.00","288,000.00",0.0283
7-Jan-22,"282,500.00","282,500.00","285,000.00","280,000.00",0.0254
6-Jan-22,"275,500.00","275,500.00","278,000.00","273,000.00",0.0299
5-Jan-22,"267,500.00","267,500.00","270,000.00","265,000.00",0.0113
4-Jan-22,"264,500.00","264,500.00","267,000.00","262,000.00",0
31-Dec-21,"264,500.00","264,500.00","267,000.00","262,000.00",0.0272
30-Dec-21,"257,500.00","257,500.00","260,000.00","255,000.00",0.0198
29-Dec-21,"252,500.00","252,500.00","255,000.00","250,000.00",0.008
28-Dec-21,"250,500.00","250,500.00","253,000.00","248,000.00",0.0287
27-Dec-21,"243,500.00","243,500.00","246,000.00","241,000.00",0.0296
24-Dec-21,"236,500.00","236,500.00","239,000.00","234,000.00",0.026
23-Dec-21,"230,500.00","230,500.00","233,000.00","228,000.00",0.0267
22-Dec-21,"224,500.00","224,500.00","227,000.00","222,000.00",0
21-Dec-21,"224,500.00","224,500.00","227,000.00","222,000.00",0.0135
20-Dec-21,"221,500.00","221,500.00","224,000.00","219,000.00",0.0278
17-Dec-21,"215,500.00","215,500.00","218,000.00","213,000.00",0.0238
16-Dec-21,"210,500.00","210,500.00","213,000.00","208,000.00",0.0048
15-Dec-21,"209,500.00","209,500.00","212,000.00","207,000.00",0.0096
14-Dec-21,"207,500.00","207,500.00","210,000.00","205,000.00",0
13-Dec-21,"207,500.00","207,500.00","210,000.00","205,000.00",0.0247
10-Dec-21,"202,500.00","202,500.00","205,000.00","200,000.00",0.0202
9-Dec-21,"198,500.00","198,500.00","201,000.00","196,000.00",0.0206
8-Dec-21,"194,500.00","194,500.00","197,000.00","192,000.00",0.021
7-Dec-21,"190,500.00","190,500.00","193,000.00","188,000.00",0
6-Dec-21,"190,500.00","190,500.00","193,000.00","188,000.00",0
3-Dec-21,"190,500.00","190,500.00","193,000.00","188,000.00",0.0053
2-Dec-21,"189,500.00","189,500.00","192,000.00","187,000.00",0.0107
1-Dec-21,"187,500.00","187,500.00","190,000.00","185,000.00",0.0108
30-Nov-21,"185,500.00","185,500.00","188,000.00","183,000.00",0
29-Nov-21,"185,500.00","185,500.00","188,000.00","183,000.00",0
26-Nov-21,"185,500.00","185,500.00","188,000.00","183,000.00",0
25-Nov-21,"185,500.00","185,500.00","188,000.00","183,000.00",0
24-Nov-21,"185,500.00","185,500.00","188,000.00","183,000.00",0
23-Nov-21,"185,500.00","185,500.00","188,000.00","183,000.00",0.0164
22-Nov-21,"182,500.00","182,500.00","185,000.00","180,000.00",0.0111
19-Nov-21,"180,500.00","180,500.00","183,000.00","178,000.00",0
18-Nov-21,"180,500.00","180,500.00","183,000.00","178,000.00",0
17-Nov-21,"180,500.00","180,500.00","183,000.00","178,000.00",0.0112
16-Nov-21,"178,500.00","178,500.00","181,000.00","176,000.00",0
15-Nov-21,"178,500.00","178,500.00","181,000.00","176,000.00",0
12-Nov-21,"178,500.00","178,500.00","181,000.00","176,000.00",0
11-Nov-21,"178,500.00","178,500.00","181,000.00","176,000.00",0.0056
10-Nov-21,"177,500.00","177,500.00","180,000.00","175,000.00",0.0114
9-Nov-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
8-Nov-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
5-Nov-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
4-Nov-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
3-Nov-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
2-Nov-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
1-Nov-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
29-Oct-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
28-Oct-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
27-Oct-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
26-Oct-21,"175,500.00","175,500.00","178,000.00","173,000.00",0
25-Oct-21,"175,500.00","175,500.00","178,000.00","173,000.00",0.0174
22-Oct-21,"172,500.00","172,500.00","175,000.00","170,000.00",-0.0115
21-Oct-21,"174,500.00","174,500.00","177,000.00","172,000.00",0.0087
20-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0
19-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0
18-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0
15-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0
14-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0
13-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0
12-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0
11-Oct-21,"173,000.00","173,000.00","174,000.00","172,000.00",0.0117
29-Sep-21,"171,000.00","171,000.00","172,000.00","170,000.00",0.0118
28-Sep-21,"169,000.00","169,000.00","170,000.00","168,000.00",0.0181
27-Sep-21,"166,000.00","166,000.00","167,000.00","165,000.00",0.0375
24-Sep-21,"160,000.00","160,000.00","161,000.00","159,000.00",0.0191
23-Sep-21,"157,000.00","157,000.00","158,000.00","156,000.00",0.0195
22-Sep-21,"154,000.00","154,000.00","155,000.00","153,000.00",0.0405
17-Sep-21,"148,000.00","148,000.00","149,000.00","147,000.00",0.0207
16-Sep-21,"145,000.00","145,000.00","146,000.00","144,000.00",0.0211
15-Sep-21,"142,000.00","142,000.00","143,000.00","141,000.00",0.0216
14-Sep-21,"139,000.00","139,000.00","140,000.00","138,000.00",0.0146
13-Sep-21,"137,000.00","137,000.00","138,000.00","136,000.00",0.0224
10-Sep-21,"134,000.00","134,000.00","135,000.00","133,000.00",0.0229
9-Sep-21,"131,000.00","131,000.00","132,000.00","130,000.00",0.0234
8-Sep-21,"128,000.00","128,000.00","129,000.00","127,000.00",0.024
7-Sep-21,"125,000.00","125,000.00","126,000.00","124,000.00",0.0246
6-Sep-21,"122,000.00","122,000.00","123,000.00","121,000.00",0.0167
3-Sep-21,"120,000.00","120,000.00","121,000.00","119,000.00",0.0169
2-Sep-21,"118,000.00","118,000.00","119,000.00","117,000.00",0.0261
1-Sep-21,"115,000.00","115,000.00","116,000.00","114,000.00",0.0268
31-Aug-21,"112,000.00","112,000.00","113,000.00","111,000.00",0.0182
30-Aug-21,"110,000.00","110,000.00","111,000.00","109,000.00",0.0185
27-Aug-21,"108,000.00","108,000.00","109,000.00","107,000.00",0.0093
26-Aug-21,"107,000.00","107,000.00","108,000.00","106,000.00",0.0094
25-Aug-21,"106,000.00","106,000.00","107,000.00","105,000.00",0.0192
24-Aug-21,"104,000.00","104,000.00","105,000.00","103,000.00",0.0196
23-Aug-21,"102,000.00","102,000.00","103,000.00","101,000.00",0.02
20-Aug-21,"100,000.00","100,000.00","101,000.00","99,000.00",0
19-Aug-21,"100,000.00","100,000.00","101,000.00","99,000.00",0
18-Aug-21,"100,000.00","100,000.00","101,000.00","99,000.00",0.0204
17-Aug-21,"98,000.00","98,000.00","99,000.00","97,000.00",0.0208
16-Aug-21,"96,000.00","96,000.00","97,000.00","95,000.00",0.0213
13-Aug-21,"94,000.00","94,000.00","95,000.00","93,000.00",0.0108
12-Aug-21,"93,000.00","93,000.00","94,000.00","92,000.00",0.0109
11-Aug-21,"92,000.00","92,000.00","93,000.00","91,000.00",0.011
10-Aug-21,"91,000.00","91,000.00","92,000.00","90,000.00",0.0225
9-Aug-21,"89,000.00","89,000.00","90,000.00","88,000.00",0.023
6-Aug-21,"87,000.00","87,000.00","88,000.00","86,000.00",0
5-Aug-21,"87,000.00","87,000.00","88,000.00","86,000.00",0
4-Aug-21,"87,000.00","87,000.00","88,000.00","86,000.00",0
3-Aug-21,"87,000.00","87,000.00","88,000.00","86,000.00",0.0235
2-Aug-21,"85,000.00","85,000.00","86,000.00","84,000.00",0
30-Jul-21,"85,000.00","85,000.00","86,000.00","84,000.00",0.0119
29-Jul-21,"84,000.00","84,000.00","85,000.00","83,000.00",0.012
28-Jul-21,"83,000.00","83,000.00","84,000.00","82,000.00",0.0122
27-Jul-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
26-Jul-21,"82,000.00","82,000.00","83,000.00","81,000.00",0.025
23-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
22-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
21-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
20-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
19-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
16-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
15-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
14-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
13-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
12-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
9-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
8-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
7-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
6-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
5-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
2-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
1-Jul-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
30-Jun-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
29-Jun-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
28-Jun-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
25-Jun-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
24-Jun-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
23-Jun-21,"80,000.00","80,000.00","81,000.00","79,000.00",-0.0123
22-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
21-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
18-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
17-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
16-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
15-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
11-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
10-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
9-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
8-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
7-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
4-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
3-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
2-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
1-Jun-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
31-May-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
28-May-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
27-May-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
26-May-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
25-May-21,"81,000.00","81,000.00","82,000.00","80,000.00",0
24-May-21,"81,000.00","81,000.00","82,000.00","80,000.00",-0.0061
21-May-21,"81,500.00","81,500.00","82,500.00","80,500.00",0
20-May-21,"81,500.00","81,500.00","82,500.00","80,500.00",0
19-May-21,"81,500.00","81,500.00","82,500.00","80,500.00",0
18-May-21,"81,500.00","81,500.00","82,500.00","80,500.00",-0.0061
17-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
14-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
13-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
12-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
11-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
10-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
7-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
6-May-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
30-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
29-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
28-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
27-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
26-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
23-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
22-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
21-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
20-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
19-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
16-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
15-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",0
14-Apr-21,"82,000.00","82,000.00","83,000.00","81,000.00",-0.012
13-Apr-21,"83,000.00","83,000.00","84,000.00","82,000.00",0
12-Apr-21,"83,000.00","83,000.00","84,000.00","82,000.00",0
9-Apr-21,"83,000.00","83,000.00","84,000.00","82,000.00",0
8-Apr-21,"83,000.00","83,000.00","84,000.00","82,000.00",-0.0119
7-Apr-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
6-Apr-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
2-Apr-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
1-Apr-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
31-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
30-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
29-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
26-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
25-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
24-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
23-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0
22-Mar-21,"84,000.00","84,000.00","85,000.00","83,000.00",0.012
19-Mar-21,"83,000.00","83,000.00","84,000.00","82,000.00",0.0122
18-Mar-21,"82,000.00","82,000.00","83,000.00","81,000.00",0.025
17-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
16-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
15-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
12-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
11-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
10-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
9-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
8-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
5-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0
4-Mar-21,"80,000.00","80,000.00","81,000.00","79,000.00",0.0063
3-Mar-21,"79,500.00","79,500.00","80,500.00","78,500.00",0.0258
2-Mar-21,"77,500.00","77,500.00","78,500.00","76,500.00",0
1-Mar-21,"77,500.00","77,500.00","78,500.00","76,500.00",0.0065
26-Feb-21,"77,000.00","77,000.00","78,000.00","76,000.00",0.0132
25-Feb-21,"76,000.00","76,000.00","77,000.00","75,000.00",0.027
24-Feb-21,"74,000.00","74,000.00","75,000.00","73,000.00",0.0278
23-Feb-21,"72,000.00","72,000.00","73,000.00","71,000.00",0.0286
22-Feb-21,"70,000.00","70,000.00","71,000.00","69,000.00",0.0219
5-Feb-21,"68,500.00","68,500.00","69,500.00","67,500.00",0
4-Feb-21,"68,500.00","68,500.00","69,500.00","67,500.00",0
3-Feb-21,"68,500.00","68,500.00","69,500.00","67,500.00",0
2-Feb-21,"68,500.00","68,500.00","69,500.00","67,500.00",0
1-Feb-21,"68,500.00","68,500.00","69,500.00","67,500.00",0.0074
29-Jan-21,"68,000.00","68,000.00","69,000.00","67,000.00",0.0074
28-Jan-21,"67,500.00","67,500.00","68,500.00","66,500.00",0
27-Jan-21,"67,500.00","67,500.00","68,500.00","66,500.00",0.0227
26-Jan-21,"66,000.00","66,000.00","67,000.00","65,000.00",0.0233
25-Jan-21,"64,500.00","64,500.00","65,500.00","63,500.00",0.0238
22-Jan-21,"63,000.00","63,000.00","64,000.00","62,000.00",0.0244
21-Jan-21,"61,500.00","61,500.00","62,500.00","60,500.00",0
20-Jan-21,"61,500.00","61,500.00","62,500.00","60,500.00",0.025
19-Jan-21,"60,000.00","60,000.00","61,000.00","59,000.00",0.0256
18-Jan-21,"58,500.00","58,500.00","59,500.00","57,500.00",0.0263
15-Jan-21,"57,000.00","57,000.00","58,000.00","56,000.00",0.0179
14-Jan-21,"56,000.00","56,000.00","57,000.00","55,000.00",0.0182
13-Jan-21,"55,000.00","55,000.00","56,000.00","54,000.00",0
12-Jan-21,"55,000.00","55,000.00","56,000.00","54,000.00",0.0185
11-Jan-21,"54,000.00","54,000.00","55,000.00","53,000.00",0.0286
8-Jan-21,"52,500.00","52,500.00","53,500.00","51,500.00",0.0194
7-Jan-21,"51,500.00","51,500.00","52,500.00","50,500.00",0.0198
6-Jan-21,"50,500.00","50,500.00","51,500.00","49,500.00",0.0202
5-Jan-21,"49,500.00","49,500.00","50,500.00","48,500.00",0.0206
4-Jan-21,"48,500.00","48,500.00","49,500.00","47,500.00",0
31-Dec-20,"48,500.00","48,500.00","49,500.00","47,500.00",0.0104
30-Dec-20,"48,000.00","48,000.00","49,000.00","47,000.00",0
29-Dec-20,"48,000.00","48,000.00","49,000.00","47,000.00",0.0213
28-Dec-20,"47,000.00","47,000.00","48,000.00","46,000.00",0.0217
25-Dec-20,"46,000.00","46,000.00","47,000.00","45,000.00",0
24-Dec-20,"46,000.00","46,000.00","47,000.00","45,000.00",0.011
23-Dec-20,"45,500.00","45,500.00","46,500.00","44,500.00",0.0225
22-Dec-20,"44,500.00","44,500.00","45,500.00","43,500.00",0.0114
21-Dec-20,"44,000.00","44,000.00","45,000.00","43,000.00",0
18-Dec-20,"44,000.00","44,000.00","45,000.00","43,000.00",0
17-Dec-20,"44,000.00","44,000.00","45,000.00","43,000.00",0
16-Dec-20,"44,000.00","44,000.00","45,000.00","43,000.00",0
15-Dec-20,"44,000.00","44,000.00","45,000.00","43,000.00",0.0115
14-Dec-20,"43,500.00","43,500.00","44,500.00","42,500.00",0.0116
11-Dec-20,"43,000.00","43,000.00","44,000.00","42,000.00",0
10-Dec-20,"43,000.00","43,000.00","44,000.00","42,000.00",0.0238
9-Dec-20,"42,000.00","42,000.00","43,000.00","41,000.00",0
8-Dec-20,"42,000.00","42,000.00","43,000.00","41,000.00",0
7-Dec-20,"42,000.00","42,000.00","43,000.00","41,000.00",0.0244
4-Dec-20,"41,000.00","41,000.00","42,000.00","40,000.00",0
3-Dec-20,"41,000.00","41,000.00","42,000.00","40,000.00",0
2-Dec-20,"41,000.00","41,000.00","42,000.00","40,000.00",0.025
1-Dec-20,"40,000.00","40,000.00","41,000.00","39,000.00",0.0256
30-Nov-20,"39,000.00","39,000.00","40,000.00","38,000.00",0
27-Nov-20,"39,000.00","39,000.00","40,000.00","38,000.00",0
26-Nov-20,"39,000.00","39,000.00","40,000.00","38,000.00",0
25-Nov-20,"39,000.00","39,000.00","40,000.00","38,000.00",0
24-Nov-20,"39,000.00","39,000.00","40,000.00","38,000.00",0
23-Nov-20,"39,000.00","39,000.00","40,000.00","38,000.00",0
20-Nov-20,"39,000.00","39,000.00","40,000.00","38,000.00",0.013
19-Nov-20,"38,500.00","38,500.00","39,500.00","37,500.00",0.0132
18-Nov-20,"38,000.00","38,000.00","39,000.00","37,000.00",0.0133
17-Nov-20,"37,500.00","37,500.00","38,500.00","36,500.00",0
16-Nov-20,"37,500.00","37,500.00","38,500.00","36,500.00",0.0135
13-Nov-20,"37,000.00","37,000.00","38,000.00","36,000.00",0
12-Nov-20,"37,000.00","37,000.00","38,000.00","36,000.00",0.0137
11-Nov-20,"36,500.00","36,500.00","37,500.00","35,500.00",0
10-Nov-20,"36,500.00","36,500.00","37,500.00","35,500.00",0
9-Nov-20,"36,500.00","36,500.00","37,500.00","35,500.00",0
6-Nov-20,"36,500.00","36,500.00","37,500.00","35,500.00",0
5-Nov-20,"36,500.00","36,500.00","37,500.00","35,500.00",0.0139
4-Nov-20,"36,000.00","36,000.00","37,000.00","35,000.00",0
3-Nov-20,"36,000.00","36,000.00","37,000.00","35,000.00",0
2-Nov-20,"36,000.00","36,000.00","37,000.00","35,000.00",0
30-Oct-20,"36,000.00","36,000.00","37,000.00","35,000.00",0.0141
29-Oct-20,"35,500.00","35,500.00","36,500.00","34,500.00",0
28-Oct-20,"35,500.00","35,500.00","36,500.00","34,500.00",0
27-Oct-20,"35,500.00","35,500.00","36,500.00","34,500.00",0.0085
26-Oct-20,"35,200.00","35,200.00","36,200.00","34,200.00",0.0057
23-Oct-20,"35,000.00","35,000.00","36,000.00","34,000.00",0
22-Oct-20,"35,000.00","35,000.00","36,000.00","34,000.00",0
21-Oct-20,"35,000.00","35,000.00","36,000.00","34,000.00",0
20-Oct-20,"35,000.00","35,000.00","36,000.00","34,000.00",0
19-Oct-20,"35,000.00","35,000.00","36,000.00","34,000.00",0
16-Oct-20,"35,000.00","35,000.00","36,000.00","34,000.00",0
15-Oct-20,"35,000.00","35,000.00","36,000.00","34,000.00",0.0057
14-Oct-20,"34,800.00","34,800.00","35,800.00","33,800.00",0.0087
13-Oct-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
12-Oct-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
29-Sep-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
28-Sep-20,"34,500.00","34,500.00","35,500.00","33,500.00",0.0058
25-Sep-20,"34,300.00","34,300.00","35,300.00","33,300.00",0
24-Sep-20,"34,300.00","34,300.00","35,300.00","33,300.00",0
23-Sep-20,"34,300.00","34,300.00","35,300.00","33,300.00",0
22-Sep-20,"34,300.00","34,300.00","35,300.00","33,300.00",0
21-Sep-20,"34,300.00","34,300.00","35,300.00","33,300.00",0.0088
18-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
17-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
16-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
15-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
14-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
11-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
10-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
9-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
8-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
7-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
4-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
3-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
2-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
1-Sep-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
31-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
28-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
27-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
26-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
25-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
24-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
21-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
20-Aug-20,"34,000.00","34,000.00","35,000.00","33,000.00",-0.0202
19-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
18-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
17-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
14-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
13-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
12-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
11-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
10-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
7-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
6-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
5-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
4-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
3-Aug-20,"34,700.00","34,700.00","35,700.00","33,700.00",0
31-Jul-20,"34,700.00","34,700.00","35,700.00","33,700.00",0.0058
30-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
29-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
28-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
27-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
24-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
23-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
22-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
21-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
20-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
17-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
16-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0
15-Jul-20,"34,500.00","34,500.00","35,500.00","33,500.00",0.0147
14-Jul-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
13-Jul-20,"34,000.00","34,000.00","35,000.00","33,000.00",0
10-Jul-20,"34,000.00","34,000.00","35,000.00","33,000.00",0.0149
9-Jul-20,"33,500.00","33,500.00","34,500.00","32,500.00",0
8-Jul-20,"33,500.00","33,500.00","34,500.00","32,500.00",0
7-Jul-20,"33,500.00","33,500.00","34,500.00","32,500.00",0
6-Jul-20,"33,500.00","33,500.00","34,500.00","32,500.00",0
3-Jul-20,"33,500.00","33,500.00","34,500.00","32,500.00",-0.0147
2-Jul-20,"34,000.00","34,000.00","35,500.00","32,500.00",0
1-Jul-20,"34,000.00","34,000.00","35,500.00","32,500.00",0
30-Jun-20,"34,000.00","34,000.00","35,500.00","32,500.00",0
29-Jun-20,"34,000.00","34,000.00","35,500.00","32,500.00",0
24-Jun-20,"34,000.00","34,000.00","35,500.00","32,500.00",0
23-Jun-20,"34,000.00","34,000.00","35,500.00","32,500.00",0
22-Jun-20,"34,000.00","34,000.00","35,500.00","32,500.00",-0.0145
19-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
18-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
