Date,Price,Open,High,Low,Change %
17-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
16-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
15-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
12-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
11-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
10-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
9-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
8-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",0
5-Jun-20,"34,500.00","34,500.00","36,000.00","33,000.00",-0.0143
4-Jun-20,"35,000.00","35,000.00","36,500.00","33,500.00",0
3-Jun-20,"35,000.00","35,000.00","36,500.00","33,500.00",0
2-Jun-20,"35,000.00","35,000.00","36,500.00","33,500.00",-0.0141
1-Jun-20,"35,500.00","35,500.00","37,000.00","34,000.00",0
29-May-20,"35,500.00","35,500.00","37,000.00","34,000.00",0
28-May-20,"35,500.00","35,500.00","37,000.00","34,000.00",0
27-May-20,"35,500.00","35,500.00","37,000.00","34,000.00",0
26-May-20,"35,500.00","35,500.00","37,000.00","34,000.00",-0.0139
25-May-20,"36,000.00","36,000.00","37,500.00","34,500.00",0
22-May-20,"36,000.00","36,000.00","37,500.00","34,500.00",-0.0137
21-May-20,"36,500.00","36,500.00","38,000.00","35,000.00",0
20-May-20,"36,500.00","36,500.00","38,000.00","35,000.00",0
19-May-20,"36,500.00","36,500.00","38,000.00","35,000.00",0
18-May-20,"36,500.00","36,500.00","38,000.00","35,000.00",0
15-May-20,"36,500.00","36,500.00","38,000.00","35,000.00",-0.0135
14-May-20,"37,000.00","37,000.00","38,500.00","35,500.00",0
13-May-20,"37,000.00","37,000.00","38,500.00","35,500.00",0
12-May-20,"37,000.00","37,000.00","38,500.00","35,500.00",-0.0133
11-May-20,"37,500.00","37,500.00","39,000.00","36,000.00",0
8-May-20,"37,500.00","37,500.00","39,000.00","36,000.00",0
7-May-20,"37,500.00","37,500.00","39,000.00","36,000.00",0
6-May-20,"37,500.00","37,500.00","39,000.00","36,000.00",0
30-Apr-20,"37,500.00","37,500.00","39,000.00","36,000.00",0
29-Apr-20,"37,500.00","37,500.00","39,000.00","36,000.00",0
28-Apr-20,"37,500.00","37,500.00","39,000.00","36,000.00",-0.0132
27-Apr-20,"38,000.00","38,000.00","39,500.00","36,500.00",0
24-Apr-20,"38,000.00","38,000.00","39,500.00","36,500.00",-0.013
23-Apr-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
22-Apr-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
21-Apr-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
20-Apr-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
17-Apr-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
16-Apr-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
15-Apr-20,"38,500.00","38,500.00","40,000.00","37,000.00",-0.0128
14-Apr-20,"39,000.00","39,000.00","40,500.00","37,500.00",0
13-Apr-20,"39,000.00","39,000.00","40,500.00","37,500.00",0
10-Apr-20,"39,000.00","39,000.00","40,500.00","37,500.00",-0.0127
9-Apr-20,"39,500.00","39,500.00","41,000.00","38,000.00",0
8-Apr-20,"39,500.00","39,500.00","41,000.00","38,000.00",0
7-Apr-20,"39,500.00","39,500.00","41,000.00","38,000.00",0
3-Apr-20,"39,500.00","39,500.00","41,000.00","38,000.00",-0.0125
2-Apr-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
1-Apr-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
31-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
30-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
27-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
26-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
25-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
24-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
23-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
20-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
19-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
18-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
17-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
16-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
13-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
12-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
11-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
10-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
9-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
6-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
5-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
4-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
3-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
2-Mar-20,"40,000.00","40,000.00","41,500.00","38,500.00",0
28-Feb-20,"40,000.00","40,000.00","41,500.00","38,500.00",0.0127
27-Feb-20,"39,500.00","39,500.00","41,000.00","38,000.00",0
26-Feb-20,"39,500.00","39,500.00","41,000.00","38,000.00",0
25-Feb-20,"39,500.00","39,500.00","41,000.00","38,000.00",0.0128
24-Feb-20,"39,000.00","39,000.00","40,500.00","37,500.00",0
21-Feb-20,"39,000.00","39,000.00","40,500.00","37,500.00",0
20-Feb-20,"39,000.00","39,000.00","40,500.00","37,500.00",0
19-Feb-20,"39,000.00","39,000.00","40,500.00","37,500.00",0
18-Feb-20,"39,000.00","39,000.00","40,500.00","37,500.00",0
17-Feb-20,"39,000.00","39,000.00","40,500.00","37,500.00",0.013
14-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
13-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
12-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
11-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
10-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
7-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
6-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
5-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
4-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
3-Feb-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
21-Jan-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
20-Jan-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
17-Jan-20,"38,500.00","38,500.00","40,000.00","37,000.00",0
