iter	RMSE
265	7.778855188
266	7.757478184
267	7.744081688
268	7.729155818
269	7.702183349
270	7.686842496
271	7.661759047
272	7.65177614
273	7.609520083
274	7.599194269
275	7.591722418
276	7.571396881
277	7.549729895
278	7.542636882
279	7.535140449
280	7.532101516
281	7.501491502
282	7.484089861
283	7.434280046
284	7.410076252
285	7.407338766
286	7.381486751
287	7.37031437
288	7.365568788
289	7.330041109
290	7.281157213
291	7.245087554
292	7.206226362
293	7.187451808
294	7.176986885
295	7.154034112
296	7.113605001
297	7.083301185
298	7.06612594
299	7.040488113
300	7.033098764
301	7.00682991
302	6.989853112
303	6.971318451
304	6.95124834
305	6.933442424
306	6.887756532
307	6.86005284
308	6.854967138
309	6.841368933
310	6.831523492
311	6.786802261
312	6.745826006
313	6.742875946
314	6.735353587
315	6.694595792
316	6.68739641
317	6.659701334
318	6.628591915
319	6.617633997
320	6.615853974
321	6.595462822
322	6.571335454
323	6.566398542
324	6.564436803
325	6.542400025
326	6.539429108
327	6.524596545
328	6.511325934
329	6.486906016
330	6.485653103
331	6.474506205
332	6.471938655
333	6.467749868
334	6.441640048
335	6.398379571
336	6.392714342
337	6.391556152
338	6.37557648
339	6.357143898
340	6.35199836
341	6.343124354
342	6.321586547
343	6.294142848
344	6.289368075
345	6.267351364
346	6.241232687
347	6.231469216
348	6.22833209
349	6.205638181
350	6.183672386
351	6.172197438
352	6.160162456
353	6.133874925
354	6.120865023
355	6.115636989
356	6.091504836
357	6.076373056
358	6.041262722
359	6.015535396
360	5.999751911
361	5.974711757
362	5.959038184
363	5.943134137
364	5.932228491
365	5.924190368
366	5.909951321
367	5.887435341
368	5.884945654
369	5.873326202
370	5.836115437
371	5.823120111
372	5.809550902
373	5.807932837
374	5.781881576
375	5.767342716
376	5.753680779
377	5.732958341
378	5.698170115
379	5.675288643
380	5.639765962
381	5.625551424
382	5.623160572
383	5.603514972
384	5.586023662
385	5.580497131
386	5.574931203
387	5.543142295
388	5.508874103
389	5.498316735
390	5.496410399
391	5.484336125
392	5.482601687
393	5.470361426
394	5.465963075
395	5.453767985
396	5.425183185
397	5.403066745
398	5.390681288
399	5.373261432
400	5.362480898
401	5.355923882
402	5.348134647
403	5.335788428
404	5.330185565
405	5.321541796
406	5.309303087
407	5.284210804
408	5.277127995
409	5.252613711
410	5.231006302
411	5.212144099
412	5.197082305
413	5.189667209
414	5.1827889
415	5.167279889
416	5.162251315
417	5.160700154
418	5.152568644
419	5.125436056
420	5.113479863
421	5.103330547
422	5.091697252
423	5.082725709
424	5.077124615
425	5.060860754
426	5.045900816
427	5.031648336
428	5.020474836
429	4.999189698
430	4.994523295
431	4.984522987
432	4.98311595
433	4.9810704
434	4.96070838
435	4.934398981
436	4.928610571
437	4.914484992
438	4.913450708
439	4.902339137
440	4.893947551
441	4.889161838
442	4.878241692
443	4.855994762
444	4.849348729
445	4.838310715
446	4.828364351
447	4.82742245
448	4.823744017
449	4.814259884
450	4.796660294
451	4.786918344
452	4.766738979
453	4.758257041
454	4.745608742
455	4.731979516
456	4.710980734
457	4.694452969
458	4.682368772
459	4.665652338
460	4.663225582
461	4.655716643
462	4.639751647
463	4.635362908
464	4.624688976
465	4.610043342
466	4.6085971
467	4.583801934
468	4.565305215
469	4.558716923
470	4.554975547
471	4.542847775
472	4.538201453
473	4.514849851
474	4.508630208
475	4.498913607
476	4.484640046
477	4.475650991
478	4.470608912
479	4.455069682
480	4.439099137
481	4.424150678
482	4.412172803
483	4.40164354
484	4.384328872
485	4.379231918
486	4.370177754
487	4.342047147
488	4.339584841
489	4.323377884
490	4.309104899
491	4.308298298
492	4.307428218
493	4.293851118
494	4.28512271
495	4.279443812
496	4.271284499
497	4.264623302
498	4.262114054
499	4.25248535
500	4.237162877
501	4.229908876
502	4.223389011
503	4.211919009
504	4.208575914
505	4.201845103
506	4.196846461
507	4.195889621
508	4.194400807
509	4.172337778
510	4.163980107
511	4.144883246
512	4.135281419
513	4.125862812
514	4.121084803
515	4.112811584
516	4.112155584
517	4.101416273
518	4.09916764
519	4.095230798
520	4.074411539
521	4.065279763
522	4.057995711
523	4.056448497
524	4.044851425
525	4.028513781
526	4.023166524
527	4.021943525
528	4.008821524
529	3.99914298
530	3.98842629
531	3.978120037
532	3.964765677
533	3.961432855
534	3.953928966
535	3.948334765
536	3.939024667
537	3.932533166
538	3.929911418
539	3.918467215
540	3.915080349
541	3.91184771
542	3.901671832
543	3.900995652
544	3.894459755
545	3.886678962
546	3.88122792
547	3.869004651
548	3.846573223
549	3.838114531
550	3.828638802
551	3.823991788
552	3.811109892
553	3.801183522
554	3.796774799
555	3.784551164
556	3.773154158
557	3.768158897
558	3.755852795
559	3.751644672
560	3.744675378
561	3.737686263
562	3.72214446
563	3.712923455
564	3.708795518
565	3.705630293
566	3.701339442
567	3.697968305
568	3.692242205
569	3.676382961
570	3.667417486
571	3.657048662
572	3.647296041
573	3.634921593
574	3.633160652
575	3.62555159
576	3.62094657
577	3.603099201
578	3.596993222
579	3.593569492
580	3.577413261
581	3.56793464
582	3.560679382
583	3.557996069
584	3.547234633
585	3.546876778
586	3.545944783
587	3.536689848
588	3.532122281
589	3.520898727
590	3.51330072
591	3.505567302
592	3.497353641
593	3.485578162
594	3.482930622
595	3.473925757
596	3.472974981
597	3.472570515
598	3.465511437
599	3.459068333
600	3.449349341
601	3.445345572
602	3.441026671
603	3.437534856
604	3.426804924
605	3.414872636
606	3.413021672
607	3.406219643
608	3.394707029
609	3.390740231
610	3.38057337
611	3.372839275
612	3.368485962
613	3.359564128
614	3.356472181
615	3.351769105
616	3.343806344
617	3.330816672
618	3.329473871
619	3.317090526
620	3.313744755
621	3.304880014
622	3.295213139
623	3.284065646
624	3.282149445
625	3.278118931
626	3.274464578
627	3.269848867
628	3.266700711
629	3.261776715
630	3.249139645
631	3.233118983
632	3.22648264
633	3.213128779
634	3.203066037
635	3.1966677
636	3.190341858
637	3.181488751
638	3.17903781
639	3.173100289
640	3.168151458
641	3.157997841
642	3.145411812
643	3.138116002
644	3.135698621
645	3.1291813
646	3.126488494
647	3.117257416
648	3.111954196
649	3.105564129
650	3.092299842
651	3.088691457
652	3.078104902
653	3.076182182
654	3.073390275
655	3.065293433
656	3.060550896
657	3.05329842
658	3.052318953
659	3.047654814
660	3.039012875
661	3.032482223
662	3.022142622
663	3.009982747
664	3.005630506
665	3.002335904
666	3.001967951
667	2.998095719
668	2.989077478
669	2.9886882
670	2.976002102
671	2.968693647
672	2.95931377
673	2.949956345
674	2.939313575
675	2.938242065
676	2.937628563
677	2.935966184
678	2.931862351
679	2.922290318
680	2.918988458
681	2.91189216
682	2.90578196
683	2.905269218
684	2.897156452
685	2.883485763
686	2.87390599
687	2.866367296
688	2.855969129
689	2.852716875
690	2.84790585
691	2.835208925
692	2.829108941
693	2.820943928
694	2.812468345
695	2.806975671
696	2.799837712
697	2.796934467
698	2.789510865
699	2.780073525
700	2.773623878
701	2.764596408
702	2.754085527
703	2.743848087
704	2.736085182
705	2.725927951
706	2.720966184
707	2.715757858
708	2.712379623
709	2.702430146
710	2.695207905
711	2.691766923
712	2.691346091
713	2.685072197
714	2.682354636
715	2.678898139
716	2.671651229
717	2.668835412
718	2.665380267
719	2.657128422
720	2.65380001
721	2.64919763
722	2.648792054
723	2.640051853
724	2.632895849
725	2.628793461
726	2.626289595
727	2.620367773
728	2.612666361
729	2.606763559
730	2.603304049
731	2.59461505
732	2.591327855
733	2.590850349
734	2.589849492
735	2.589311703
736	2.585435409
737	2.579469635
738	2.574994871
739	2.570442778
740	2.564707755
741	2.560592849
742	2.560361983
743	2.555362679
744	2.553815925
745	2.549372169
746	2.541500844
747	2.533496934
748	2.528730815
749	2.528388254
750	2.52631446
751	2.523425317
752	2.516791695
753	2.514597978
754	2.512018985
755	2.504518327
756	2.50389634
757	2.498111152
758	2.494292947
759	2.490989287
760	2.481352993
761	2.47673851
762	2.471924207
763	2.470190931
764	2.466342531
765	2.464603842
766	2.460798459
767	2.451979241
768	2.450403239
769	2.44633407
770	2.444539901
771	2.438341286
772	2.431272365
773	2.424833263
774	2.414756589
775	2.407948727
776	2.399902937
777	2.399553321
778	2.396725931
779	2.388823117
780	2.38837198
781	2.385834531
782	2.385456036
783	2.379744215
784	2.370069369
785	2.366337649
786	2.363551258
787	2.356999472
788	2.355408419
789	2.349980651
790	2.346280273
791	2.338392156
792	2.334674893
793	2.334220217
794	2.332993509
795	2.328147359
796	2.318391571
797	2.313053089
798	2.308227705
799	2.304895386
800	2.303978965
801	2.301757964
802	2.300580616
803	2.295058251
804	2.294385128
805	2.292211318
806	2.289308722
807	2.28545007
808	2.276491895
809	2.276171278
810	2.268958264
811	2.268654725
812	2.264811721
813	2.26117077
814	2.254767743
815	2.251968543
816	2.245315721
817	2.241800933
818	2.241572215
819	2.236989112
820	2.230954011
821	2.226431938
822	2.222497919
823	2.217339421
824	2.212681261
825	2.212000081
826	2.207512654
827	2.206175286
828	2.200900896
829	2.196971353
830	2.19289524
831	2.191718283
832	2.187965491
833	2.186913749
834	2.182478734
835	2.179542729
836	2.17732038
837	2.167617902
838	2.163252713
839	2.160662026
840	2.15513906
841	2.14955917
842	2.142019901
843	2.136551759
844	2.129734403
845	2.123418579
846	2.122555669
847	2.120956565
848	2.120541697
849	2.111496067
850	2.104934911
851	2.103008516
852	2.099963151
853	2.096148506
854	2.092451377
855	2.088042018
856	2.083285397
857	2.077264222
858	2.075478002
859	2.070109216
860	2.062301805
861	2.059985809
862	2.057457677
863	2.053501191
864	2.044602314
865	2.042303755
866	2.040047966
867	2.032645109
868	2.030824
869	2.026501786
870	2.024593731
871	2.021092456
872	2.016243526
873	2.015701068
874	2.01177827
875	2.009554884
876	2.007758684
877	2.005720749
878	2.002992882
879	1.998862563
880	1.996905703
881	1.993601383
882	1.991414059
883	1.991117515
884	1.988571323
885	1.987110809
886	1.985476205
887	1.982923641
888	1.97956899
889	1.976644055
890	1.976147435
891	1.975511841
892	1.970230917
893	1.966382982
894	1.964517376
895	1.963038789
896	1.962833791
897	1.9602213
898	1.958996914
899	1.958784889
900	1.958191462
901	1.955122057
902	1.950701333
903	1.949541397
904	1.945604827
905	1.941304465
906	1.938297565
907	1.931303694
908	1.925798678
909	1.922567755
910	1.916136677
911	1.912717011
912	1.909716816
913	1.906100115
914	1.90097547
915	1.895113802
916	1.890831133
917	1.889813189
918	1.887903334
919	1.887665501
920	1.883831729
921	1.883303586
922	1.878683956
923	1.877426491
924	1.872330693
925	1.86523082
926	1.861417122
927	1.858866461
928	1.857566378
929	1.852015895
930	1.847890596
931	1.844582429
932	1.840068543
933	1.837907517
934	1.835936104
935	1.832181983
936	1.827934229
937	1.825902886
938	1.824795391
939	1.821448384
940	1.818657534
941	1.815872245
942	1.811961178
943	1.811779427
944	1.81030683
945	1.806147946
946	1.804539103
947	1.804124444
948	1.800706005
949	1.797437105
950	1.79259277
951	1.790041136
952	1.78947912
953	1.785944208
954	1.78394804
955	1.783081695
956	1.778890497
957	1.777160774
958	1.770518513
959	1.76719933
960	1.765571854
961	1.762786751
962	1.758155314
963	1.75582097
964	1.752270579
965	1.747724426
966	1.745620763
967	1.742671849
968	1.737093781
969	1.735619885
970	1.733084655
971	1.72834136
972	1.725452899
973	1.722965096
974	1.722670281
975	1.718913972
976	1.714371545
977	1.713115496
978	1.710832235
979	1.710286357
980	1.709194448
981	1.706163588
982	1.703045652
983	1.701747522
984	1.699800877
985	1.695626075
986	1.690480573
987	1.686264526
988	1.682181701
989	1.679620714
990	1.67527982
991	1.670594123
992	1.667162023
993	1.663578966
994	1.66141939
995	1.659184833
996	1.654223916
997	1.652326219
998	1.651690203
999	1.650655174
